effects,name,pageUrl
Focused; Relaxed; Euphoric; Happy; Tingly,Crypt,https://www.leafly.com/hybrid/crypt
Focused; Creative; Euphoric; Happy; Hungry,Crystal Gayle,https://www.leafly.com/hybrid/crystal-gayle
Uplifted; Relaxed; Happy; Energetic; Focused,Dairy Queen,https://www.leafly.com/hybrid/dairy-queen
Relaxed; Uplifted; Euphoric; Happy; Creative,Damnesia,https://www.leafly.com/hybrid/damnesia
Euphoric; Focused; Giggly; Talkative; Creative,Dancehall,https://www.leafly.com/hybrid/dancehall
Euphoric; Relaxed; Giggly; Happy; Tingly,Dawg's Waltz,https://www.leafly.com/hybrid/dawgs-waltz
Relaxed; Talkative; Euphoric; Focused; Aroused,Day Tripper,https://www.leafly.com/hybrid/day-tripper
Relaxed; Euphoric; Happy; Uplifted; Focused,Deadhead OG,https://www.leafly.com/hybrid/deadhead-og
Happy; Relaxed; Creative; Focused; Giggly,Deep Cheese,https://www.leafly.com/hybrid/deep-cheese
Sleepy; Tingly,Desert Star,https://www.leafly.com/hybrid/desert-star
Euphoric; Happy; Uplifted; Creative; Relaxed,Diesel Duff,https://www.leafly.com/hybrid/diesel-duff
Focused; Relaxed; Uplifted; Euphoric; Happy,Dieseltonic,https://www.leafly.com/hybrid/dieseltonic
Euphoric; Creative; Happy; Dry Eyes; Energetic,Disney Blue,https://www.leafly.com/hybrid/disney-blue
Creative; Euphoric; Happy; Talkative; Uplifted,Do-Over OG,https://www.leafly.com/hybrid/do-over-og
Relaxed; Happy; Uplifted; Euphoric; Focused,Dog Shit,https://www.leafly.com/hybrid/dog-shit
Relaxed; Happy; Euphoric; Uplifted; Hungry,Dogwalker OG,https://www.leafly.com/hybrid/dogwalker-og
Anxious; Euphoric; Relaxed; Sleepy,Donegal,https://www.leafly.com/hybrid/donegal
Relaxed; Happy; Euphoric; Sleepy; Creative,Donna OG,https://www.leafly.com/hybrid/donna-og
Relaxed; Euphoric; Uplifted; Happy; Creative,Dopium,https://www.leafly.com/hybrid/dopium
Anxious; Dry Mouth; Hungry; Relaxed; Creative,Double Barrel OG,https://www.leafly.com/hybrid/double-barrel-og
Uplifted; Relaxed; Euphoric; Happy; Focused,Double Dream,https://www.leafly.com/hybrid/double-dream
Happy; Uplifted; Euphoric; Hungry; Sleepy,Double Dutch,https://www.leafly.com/hybrid/double-dutch
Uplifted; Happy; Talkative; Relaxed; Dry Eyes,Double Tangie Banana,https://www.leafly.com/hybrid/double-tangie-banana
Relaxed; Happy; Euphoric; Uplifted; Creative,Dr. Who,https://www.leafly.com/hybrid/dr-who
Happy; Uplifted; Relaxed; Creative; Euphoric,Dragon's Breath,https://www.leafly.com/hybrid/dragons-breath
Focused; Relaxed; Tingly; Creative; Energetic,Dreadlock,https://www.leafly.com/hybrid/dreadlock
Focused; Uplifted; Happy; Energetic; Euphoric,Dream Lotus,https://www.leafly.com/hybrid/dream-lotus
Euphoric; Happy; Relaxed; Uplifted,Dream Police,https://www.leafly.com/hybrid/dream-police
Relaxed; Euphoric; Happy; Uplifted; Energetic,Dream Queen,https://www.leafly.com/hybrid/dream-queen
Euphoric; Uplifted; Happy; Relaxed; Energetic,Dream Star,https://www.leafly.com/hybrid/dream-star
Euphoric; Creative; Relaxed; Uplifted; Giggly,Dreamer’s Glass,https://www.leafly.com/hybrid/dreamers-glass
Relaxed; Creative; Uplifted; Happy; Focused,Duke Nukem,https://www.leafly.com/hybrid/duke-nukem
Happy; Creative; Focused; Uplifted; Relaxed,Durban Berry,https://www.leafly.com/hybrid/durban-berry
Euphoric; Happy; Creative; Uplifted; Focused,Durban Cheese,https://www.leafly.com/hybrid/durban-cheese
Euphoric; Focused; Uplifted; Relaxed; Happy,Dutch Queen,https://www.leafly.com/hybrid/dutch-queen
Creative; Energetic; Focused; Happy; Talkative,Dutch Thunder Fuck,https://www.leafly.com/hybrid/dutch-thunder-fuck
Happy; Relaxed; Euphoric; Uplifted; Creative,Dutch Treat,https://www.leafly.com/hybrid/dutch-treat
Relaxed; Creative; Happy; Hungry; Giggly,Dutch Treat Haze,https://www.leafly.com/hybrid/dutch-treat-haze
Creative; Euphoric; Relaxed; Anxious; Aroused,Early Miss,https://www.leafly.com/hybrid/early-miss
Focused; Hungry; Energetic; Uplifted; Happy,Early Skunk,https://www.leafly.com/hybrid/early-skunk
Relaxed; Tingly; Happy; Uplifted; Euphoric,Earth OG,https://www.leafly.com/hybrid/earth-og
Energetic; Giggly; Creative; Euphoric; Happy,Earthquake,https://www.leafly.com/hybrid/earthquake
Relaxed; Sleepy; Dry Mouth; Happy; Uplifted,Earthshaker OG,https://www.leafly.com/hybrid/earthshaker-og
Creative; Focused; Relaxed; Energetic; Happy,Ebola #7,https://www.leafly.com/hybrid/ebola-7
Happy; Euphoric; Uplifted; Relaxed; Tingly,Ed Rosenthal Super Bud,https://www.leafly.com/hybrid/ed-rosenthal-super-bud
Sleepy; Relaxed; Focused; Hungry; Euphoric,El Niño,https://www.leafly.com/hybrid/el-nino
Aroused; Happy; Relaxed; Tingly,El-Na,https://www.leafly.com/hybrid/el-na
Giggly; Happy; Relaxed; Uplifted; Dry Mouth,Elderberry Kush,https://www.leafly.com/hybrid/elderberry-kush
Creative; Uplifted; Energetic; Happy; Euphoric,Electric Kool Aid,https://www.leafly.com/hybrid/electric-kool-aid
Uplifted; Euphoric; Energetic; Happy; Relaxed,Elvis,https://www.leafly.com/hybrid/elvis
Creative; Relaxed; Talkative; Euphoric; Anxious,Eugene Cream,https://www.leafly.com/hybrid/eugene-cream
Relaxed; Happy; Uplifted; Euphoric; Creative,Ewok,https://www.leafly.com/hybrid/ewok
Relaxed; Happy; Euphoric; Creative; Uplifted,Exodus Cheese,https://www.leafly.com/hybrid/exodus-cheese
Relaxed; Happy; Uplifted; Creative; Euphoric,Fire Alien Kush,https://www.leafly.com/hybrid/fire-alien-kush
Relaxed; Happy; Euphoric; Uplifted; Sleepy,Fire OG,https://www.leafly.com/hybrid/fire-og
Happy; Uplifted; Relaxed; Energetic; Creative,Flo,https://www.leafly.com/hybrid/flo
Creative; Happy; Relaxed; Uplifted; Talkative,Flowers For Algernon,https://www.leafly.com/hybrid/flowers-for-algernon
Relaxed; Happy; Creative; Euphoric; Energetic,Fortune Cookies,https://www.leafly.com/hybrid/fortune-cookies
,Four Star General,https://www.leafly.com/hybrid/four-star-general
Focused; Relaxed; Tingly; Hungry; Aroused,Frisian Dew,https://www.leafly.com/hybrid/frisian-dew
Euphoric; Relaxed; Uplifted; Tingly; Happy,Frosted Freak,https://www.leafly.com/hybrid/frosted-freak
Euphoric; Energetic; Uplifted; Talkative; Creative,Fruit Spirit,https://www.leafly.com/hybrid/fruit-spirit
Happy; Relaxed; Euphoric; Uplifted; Giggly,Fruity Pebbles,https://www.leafly.com/hybrid/fruity-pebbles
Energetic; Happy; Euphoric; Uplifted; Focused,Funfetti,https://www.leafly.com/hybrid/funfetti
Dry Eyes; Dry Mouth; Energetic; Happy; Uplifted,"G Stik ""Orange""",https://www.leafly.com/hybrid/g-stik-orange
,"G Stik ""Verde""",https://www.leafly.com/hybrid/g-stik-verde
Focused; Happy; Relaxed,G.O.A.T.,https://www.leafly.com/hybrid/goat
Creative; Energetic; Happy; Relaxed; Uplifted,G13 Diesel,https://www.leafly.com/hybrid/g13-diesel
Relaxed; Happy; Euphoric; Uplifted; Sleepy,G13 Haze,https://www.leafly.com/hybrid/g13-haze
Euphoric; Happy; Creative; Focused; Tingly,G13 Widow,https://www.leafly.com/hybrid/g13-widow
Creative; Focused; Energetic; Euphoric; Happy,GI001,https://www.leafly.com/hybrid/gi-001
Happy; Uplifted; Euphoric; Relaxed; Focused,GRiZ Kush,https://www.leafly.com/hybrid/griz-kush
Relaxed; Uplifted; Happy; Euphoric; Creative,Game Changer,https://www.leafly.com/hybrid/game-changer
Euphoric; Creative; Focused; Relaxed; Energetic,Ganesh Berry,https://www.leafly.com/hybrid/ganesh-berry
Euphoric; Happy; Relaxed; Uplifted,Gatekeeper OG,https://www.leafly.com/hybrid/gatekeeper-og
Relaxed; Euphoric; Happy; Uplifted; Creative,Gelato,https://www.leafly.com/hybrid/gelato
Relaxed; Happy; Euphoric; Creative; Focused,Gemstone,https://www.leafly.com/hybrid/gemstone
Happy; Uplifted; Relaxed; Creative; Euphoric,Ghost Bubba,https://www.leafly.com/hybrid/ghost-bubba
Relaxed; Happy; Euphoric; Uplifted; Sleepy,Ghost OG,https://www.leafly.com/hybrid/ghost-og
Happy; Relaxed; Euphoric; Uplifted; Creative,Girl Scout Cookies,https://www.leafly.com/hybrid/girl-scout-cookie
Euphoric; Relaxed; Uplifted; Happy; Creative,Glad Max,https://www.leafly.com/hybrid/glad-max
Uplifted; Happy; Euphoric; Relaxed; Energetic,Glass Slipper,https://www.leafly.com/hybrid/glass-slipper
Energetic; Euphoric; Relaxed; Uplifted,Go Time,https://www.leafly.com/hybrid/go-time
Relaxed; Euphoric; Happy; Uplifted; Energetic,God's Green Crack,https://www.leafly.com/hybrid/gods-green-crack
Relaxed; Uplifted; Euphoric; Happy; Talkative,Goji OG,https://www.leafly.com/hybrid/goji-og
Happy; Euphoric; Uplifted; Creative; Energetic,Golden Goat,https://www.leafly.com/hybrid/golden-goat
Happy; Euphoric; Uplifted; Relaxed; Energetic,Golden Pineapple,https://www.leafly.com/hybrid/golden-pineapple
Uplifted; Creative; Talkative; Euphoric; Energetic,Golden Ticket,https://www.leafly.com/hybrid/golden-ticket
Creative; Dry Mouth; Euphoric; Happy; Relaxed,Golden XTRX CO2 Dabbables,https://www.leafly.com/hybrid/golden-xtrx-co2-dabbables-h
Happy; Uplifted; Energetic; Hungry; Relaxed,Golden XTRX Oil Vaporizer Cartridge,https://www.leafly.com/hybrid/golden-xtrx-oil-vaporizer-cartridge-h
Relaxed; Happy; Energetic; Dry Mouth; Euphoric,Good Medicine,https://www.leafly.com/hybrid/good-medicine
Relaxed; Happy; Euphoric; Uplifted; Creative,Gorilla Glue #4,https://www.leafly.com/hybrid/gorilla-glue-4
Euphoric; Relaxed; Giggly; Sleepy; Focused,Grand Hustle,https://www.leafly.com/hybrid/grand-hustle
Happy; Relaxed; Euphoric; Uplifted; Hungry,Grape Crush,https://www.leafly.com/hybrid/grape-crush
Relaxed; Euphoric; Happy; Focused; Uplifted,Grape God,https://www.leafly.com/hybrid/grape-god
Relaxed; Euphoric; Happy; Uplifted; Creative,Grape Kush,https://www.leafly.com/hybrid/grape-kush
Euphoric; Happy; Uplifted; Relaxed; Focused,Grape Stomper,https://www.leafly.com/hybrid/sour-grapes
Relaxed; Euphoric; Uplifted; Happy; Tingly,Grapefruit Diesel,https://www.leafly.com/hybrid/grapefruit-diesel
Happy; Euphoric; Relaxed; Uplifted; Focused,Grapefruit Kush,https://www.leafly.com/hybrid/grapefruit-kush
Euphoric; Happy; Hungry; Relaxed; Sleepy,Green Door Kush,https://www.leafly.com/hybrid/green-door-kush
Happy; Uplifted; Creative; Giggly; Energetic,Green Dream,https://www.leafly.com/hybrid/green-dream
Uplifted; Happy; Euphoric; Relaxed; Focused,Green Goddess,https://www.leafly.com/hybrid/green-goddess
Happy; Uplifted; Relaxed; Creative; Talkative,Green Hornet,https://www.leafly.com/hybrid/green-hornet
Sleepy; Euphoric; Talkative; Happy; Relaxed,Green Monster,https://www.leafly.com/hybrid/green-monster
Happy; Uplifted; Energetic; Relaxed; Euphoric,Green Queen,https://www.leafly.com/hybrid/green-queen
Uplifted; Happy; Energetic; Focused; Euphoric,Green Ribbon,https://www.leafly.com/hybrid/green-ribbon
Aroused; Energetic; Euphoric; Happy; Tingly,Gremlin,https://www.leafly.com/hybrid/gremlin
Happy; Focused; Euphoric; Aroused; Uplifted,Guava Chem,https://www.leafly.com/hybrid/guava-chem
Relaxed; Happy; Hungry; Dry Mouth; Energetic,Guava Kush,https://www.leafly.com/hybrid/guava-kush
Happy; Uplifted; Euphoric; Relaxed; Giggly,Gucci OG,https://www.leafly.com/hybrid/gucci-og
Relaxed; Happy; Focused; Sleepy; Talkative,Haleigh’s Hope,https://www.leafly.com/hybrid/haleighs-hope
Happy; Euphoric; Relaxed; Creative; Uplifted,Haole,https://www.leafly.com/hybrid/haole
Sleepy; Tingly; Hungry; Happy; Relaxed,Haoma Mist,https://www.leafly.com/hybrid/haoma-mist
Relaxed; Uplifted; Happy; Focused; Euphoric,Harle-Tsu,https://www.leafly.com/hybrid/harle-tsu
Relaxed; Euphoric; Happy; Creative; Sleepy,Harmony,https://www.leafly.com/hybrid/harmony
Energetic; Focused; Relaxed; Uplifted,Harry Potter,https://www.leafly.com/hybrid/harry-potter
Happy; Relaxed; Uplifted; Dizzy; Dry Mouth,Hawaiian Cookies,https://www.leafly.com/hybrid/hawaiian-cookies
Euphoric; Uplifted; Happy; Creative; Focused,Hawaiian Fire,https://www.leafly.com/hybrid/hawaiian-fire
Euphoric; Happy; Relaxed; Uplifted; Creative,Hawaiian Skunk,https://www.leafly.com/hybrid/hawaiian-skunk
Creative; Relaxed; Hungry; Euphoric; Dry Mouth,Hawaiian Thunder Fuck,https://www.leafly.com/hybrid/hawaiian-thunder-fuck
Happy; Talkative; Dry Mouth; Hungry; Euphoric,Haze Heaven,https://www.leafly.com/hybrid/haze-heaven
Relaxed; Happy; Euphoric; Uplifted; Creative,Head Cheese,https://www.leafly.com/hybrid/head-cheese
Happy; Relaxed; Uplifted; Euphoric; Focused,Head Trip,https://www.leafly.com/hybrid/head-trip
Happy; Euphoric; Relaxed; Uplifted; Creative,Headband,https://www.leafly.com/hybrid/headband
Happy; Uplifted; Relaxed; Energetic; Euphoric,Headbanger,https://www.leafly.com/hybrid/headbanger
,Heaven Scent,https://www.leafly.com/hybrid/heaven-scent
Creative; Relaxed; Energetic; Hungry; Happy,Heavy Duty Fruity,https://www.leafly.com/hybrid/heavy-duty-fruity
Relaxed; Euphoric; Happy; Uplifted; Focused,Hell Raiser OG,https://www.leafly.com/hybrid/hell-raiser-og
Relaxed; Euphoric; Tingly; Uplifted; Happy,Hellfire OG,https://www.leafly.com/hybrid/hellfire-og
Relaxed; Happy; Hungry; Sleepy; Euphoric,Hell's Angel OG,https://www.leafly.com/hybrid/hells-angel-og
Euphoric; Happy; Focused; Hungry; Uplifted,Himalayan Gold,https://www.leafly.com/hybrid/himalayan-gold
Happy; Uplifted; Euphoric; Relaxed; Giggly,Hippie Crippler,https://www.leafly.com/hybrid/hippie-crippler
Uplifted; Euphoric; Happy; Giggly; Relaxed,Hollywood OG,https://www.leafly.com/hybrid/hollywood-og
Relaxed; Euphoric; Focused; Happy; Hungry,Holy Ghost,https://www.leafly.com/hybrid/holy-ghost
Relaxed; Happy; Euphoric; Uplifted; Creative,Holy Grail Kush,https://www.leafly.com/hybrid/holy-grail-kush
Relaxed; Happy; Uplifted; Euphoric; Talkative,Honey Bananas,https://www.leafly.com/hybrid/honey-bananas
Uplifted; Euphoric; Energetic; Happy; Relaxed,Hong Kong,https://www.leafly.com/hybrid/hong-kong
Happy; Euphoric; Relaxed; Uplifted; Hungry,Huckleberry,https://www.leafly.com/hybrid/huckleberry
Relaxed; Happy; Euphoric; Giggly; Uplifted,Humboldt,https://www.leafly.com/hybrid/humboldt
Relaxed; Happy; Dry Mouth; Uplifted; Focused,Hurkle,https://www.leafly.com/hybrid/hurkle
Uplifted; Euphoric; Tingly; Energetic; Happy,Hustler Kush,https://www.leafly.com/hybrid/hustler-kush
Happy; Relaxed; Focused; Euphoric; Hungry,ICED Grapefruit,https://www.leafly.com/hybrid/iced-grapefruit
Relaxed; Happy; Sleepy; Euphoric; Hungry,Ice,https://www.leafly.com/hybrid/ice
Euphoric; Energetic; Happy; Relaxed; Uplifted,Ice Cream,https://www.leafly.com/hybrid/ice-cream
Euphoric; Happy; Uplifted; Focused; Creative,Ice Queen,https://www.leafly.com/hybrid/ice-queen
Focused; Creative; Hungry; Relaxed; Energetic,Industrial Plant,https://www.leafly.com/hybrid/industrial-plant
Relaxed; Happy; Uplifted; Creative; Euphoric,Irene OG,https://www.leafly.com/hybrid/irene-kush
Focused; Hungry; Relaxed,J's Famous Kush,https://www.leafly.com/hybrid/js-famous-kush
Euphoric; Uplifted; Happy; Creative; Energetic,J1,https://www.leafly.com/hybrid/j1
Happy; Euphoric; Relaxed; Talkative; Dry Mouth,Jack 47,https://www.leafly.com/hybrid/jack-47
Happy; Uplifted; Energetic; Euphoric; Focused,Jack Flash,https://www.leafly.com/hybrid/jack-flash
Euphoric; Happy; Uplifted; Relaxed; Creative,Jack Frost,https://www.leafly.com/hybrid/jack-frost
Anxious; Paranoid; Focused; Tingly; Dizzy,Jack Haze,https://www.leafly.com/hybrid/jack-haze
Happy; Relaxed; Uplifted; Energetic; Focused,Jack Kush,https://www.leafly.com/hybrid/jack-kush
Happy; Uplifted; Relaxed; Euphoric; Focused,Jack Widow,https://www.leafly.com/hybrid/jack-widow
Aroused; Anxious; Energetic; Happy; Hungry,Jacked-Up,https://www.leafly.com/hybrid/jacked-up
Happy; Uplifted; Euphoric; Relaxed; Giggly,Jah Kush,https://www.leafly.com/hybrid/jah-kush
Giggly; Happy; Hungry; Tingly; Uplifted,Jamba Juice,https://www.leafly.com/hybrid/jamba-juice
Happy; Relaxed; Euphoric; Tingly; Giggly,Jane Doe,https://www.leafly.com/hybrid/jane-doe
Euphoric; Relaxed; Sleepy; Happy; Hungry,Jasmine,https://www.leafly.com/hybrid/jasmin
Uplifted; Relaxed; Happy; Euphoric; Hungry,Jean Guy,https://www.leafly.com/hybrid/jean-guy
Relaxed; Uplifted; Happy; Hungry; Creative,Jenny Kush,https://www.leafly.com/hybrid/jenny-kush
Relaxed; Happy; Uplifted; Creative; Focused,Jesus,https://www.leafly.com/hybrid/jesus
Relaxed; Happy; Uplifted; Euphoric; Hungry,Jet Fuel,https://www.leafly.com/hybrid/jet-fuel
Happy; Euphoric; Uplifted; Relaxed; Energetic,Jillybean,https://www.leafly.com/hybrid/jillybean
Creative; Uplifted; Happy; Euphoric; Talkative,Jimi Hendrix,https://www.leafly.com/hybrid/jimi-hendrix
Creative; Happy; Euphoric; Energetic; Focused,Jolly Rancher,https://www.leafly.com/hybrid/jolly-rancher
Relaxed; Happy; Euphoric; Uplifted; Creative,Juicy Fruit,https://www.leafly.com/hybrid/juicy-fruit
Euphoric; Uplifted; Creative; Happy; Focused,Juicy Jack,https://www.leafly.com/hybrid/juicy-jack
Uplifted; Relaxed; Euphoric; Happy; Energetic,Juliet,https://www.leafly.com/hybrid/juliet
Happy; Euphoric; Hungry; Uplifted; Sleepy,Julius Caesar,https://www.leafly.com/hybrid/julius-caesar
Creative; Energetic; Dry Eyes; Dry Mouth; Euphoric,Jungle Juice,https://www.leafly.com/hybrid/jungle-juice
Uplifted; Happy; Relaxed; Euphoric; Focused,K1,https://www.leafly.com/hybrid/k1
Relaxed; Happy; Euphoric; Focused; Hungry,K2,https://www.leafly.com/hybrid/k2
Relaxed; Euphoric; Happy; Hungry; Focused,KC 33,https://www.leafly.com/hybrid/kc-33
Uplifted; Focused; Happy; Creative; Energetic,Kaia Kush,https://www.leafly.com/hybrid/kaia-kush
Relaxed; Creative; Focused; Happy; Tingly,Kalashnikova,https://www.leafly.com/hybrid/kalashnikova
Aroused; Dizzy; Dry Eyes; Euphoric; Focused,Kali Dog,https://www.leafly.com/hybrid/kali-dog
Relaxed; Euphoric; Happy; Uplifted; Hungry,Kandy Kush,https://www.leafly.com/hybrid/kandy-kush
Uplifted; Creative; Focused; Happy; Aroused,Karma Bitch,https://www.leafly.com/hybrid/karma-bitch
Relaxed; Euphoric; Happy; Focused; Aroused,Ken's Kush,https://www.leafly.com/hybrid/kens-kush
Relaxed; Happy; Uplifted; Euphoric; Giggly,Key Lime Pie,https://www.leafly.com/hybrid/key-lime-pie
Happy; Relaxed; Euphoric; Uplifted; Creative,Khalifa Kush,https://www.leafly.com/hybrid/khalifa-kush
Hungry; Giggly; Aroused; Euphoric; Uplifted,Khola,https://www.leafly.com/hybrid/khola
Euphoric; Hungry; Relaxed; Happy; Energetic,Kill Bill,https://www.leafly.com/hybrid/kill-bill
Dry Mouth; Euphoric; Relaxed,Killer Grape,https://www.leafly.com/hybrid/killer-grape
Euphoric; Relaxed; Happy; Energetic; Creative,Killer Queen,https://www.leafly.com/hybrid/killer-queen
Happy; Uplifted; Relaxed; Euphoric; Focused,Kimbo Kush,https://www.leafly.com/hybrid/kimbo-kush
Relaxed; Focused; Happy; Uplifted; Hungry,King Kong,https://www.leafly.com/hybrid/king-kong
Relaxed; Uplifted; Happy; Tingly; Euphoric,Kong,https://www.leafly.com/hybrid/kong
Happy; Relaxed; Euphoric; Uplifted; Creative,Kosher Tangie,https://www.leafly.com/hybrid/kosher-tangie
Energetic; Euphoric; Happy; Hungry; Sleepy,Krakatoa,https://www.leafly.com/hybrid/krakatoa
Creative; Energetic; Euphoric; Talkative; Tingly,Kuato,https://www.leafly.com/hybrid/kuato
Relaxed; Aroused; Focused; Happy; Energetic,Kuchi,https://www.leafly.com/hybrid/kuchi
Euphoric; Happy; Relaxed; Hungry; Sleepy,Kurple Fantasy,https://www.leafly.com/hybrid/kurple-fantasy
Dry Mouth; Paranoid; Sleepy; Happy; Relaxed,Kush Cleaner,https://www.leafly.com/hybrid/kush-cleaner
Uplifted; Creative; Relaxed; Hungry; Euphoric,Kushage,https://www.leafly.com/hybrid/kushage
Relaxed; Creative; Energetic; Euphoric; Focused,Kushashima,https://www.leafly.com/hybrid/kushashima
Creative; Happy; Uplifted; Energetic; Focused,L'Eagle Eagle,https://www.leafly.com/hybrid/leagle-eagle
Relaxed; Happy; Sleepy; Hungry; Focused,LA Chocolat,https://www.leafly.com/hybrid/la-chocolat
Euphoric; Creative; Relaxed; Happy; Sleepy,LA Jack,https://www.leafly.com/hybrid/la-jack
Energetic; Euphoric; Happy; Uplifted; Relaxed,LA Kush,https://www.leafly.com/hybrid/la-kush
Euphoric; Tingly; Happy; Dry Eyes; Relaxed,LA Woman,https://www.leafly.com/hybrid/la-woman
Uplifted; Euphoric; Creative; Energetic; Focused,LAPD,https://www.leafly.com/hybrid/lapd
Euphoric; Happy; Uplifted; Relaxed; Creative,LSD,https://www.leafly.com/hybrid/lsd
Euphoric; Happy; Relaxed; Sleepy; Uplifted,LVPK,https://www.leafly.com/hybrid/lvpk
Hungry; Relaxed; Sleepy,Lady Liberty,https://www.leafly.com/hybrid/lady-liberty
Relaxed; Sleepy; Creative; Giggly; Hungry,Ladyburn 1974,https://www.leafly.com/hybrid/ladyburn-1974
Euphoric; Happy; Hungry; Creative; Focused,Lake of Fire,https://www.leafly.com/hybrid/lake-of-fire
Euphoric; Relaxed; Happy; Uplifted; Creative,Lambo OG,https://www.leafly.com/hybrid/lambo-og
Relaxed; Sleepy; Uplifted; Hungry; Euphoric,Lamborghini,https://www.leafly.com/hybrid/lamborghini
Happy; Relaxed; Euphoric; Uplifted; Focused,Larry OG,https://www.leafly.com/hybrid/larry-og
Relaxed; Euphoric; Happy; Uplifted; Tingly,Lavender Jones,https://www.leafly.com/hybrid/lavender-jones
Relaxed; Euphoric; Happy; Creative; Uplifted,Lemon Alien Dawg,https://www.leafly.com/hybrid/lemon-alien-dawg
,Lemon Bananas,https://www.leafly.com/hybrid/lemon-bananas
Happy; Euphoric; Uplifted; Energetic; Creative,Lemon Daddy,https://www.leafly.com/hybrid/lemon-daddy
Euphoric; Happy; Relaxed; Uplifted; Focused,Lemon Diesel,https://www.leafly.com/hybrid/lemon-diesel
Relaxed; Uplifted; Euphoric; Happy; Energetic,Lemon Drop,https://www.leafly.com/hybrid/lemon-drop
Creative; Energetic; Euphoric; Focused; Happy,Lemon Fire,https://www.leafly.com/hybrid/lemon-fire
Happy; Relaxed; Uplifted; Euphoric; Creative,Lemon Kush,https://www.leafly.com/hybrid/lemon-kush
Creative; Euphoric; Uplifted,Lemon Marmalade,https://www.leafly.com/hybrid/lemon-marmalade
Relaxed; Happy; Euphoric; Sleepy; Uplifted,Lemon OG Kush,https://www.leafly.com/hybrid/lemon-og
Happy; Uplifted; Euphoric; Relaxed; Energetic,Lemon Skunk,https://www.leafly.com/hybrid/lemon-skunk
Happy; Uplifted; Relaxed; Energetic; Creative,Lemon Walker OG,https://www.leafly.com/hybrid/lemon-walker-og
Happy; Euphoric; Relaxed; Hungry; Uplifted,Lemon Wreck,https://www.leafly.com/hybrid/lemon-wreck
Happy; Relaxed; Uplifted; Euphoric; Tingly,Lemonberry,https://www.leafly.com/hybrid/lemonberry
Creative; Euphoric; Happy; Hungry; Talkative,Lethal Purple,https://www.leafly.com/hybrid/lethal-purple
Happy; Euphoric; Uplifted; Relaxed; Energetic,Liberty Haze,https://www.leafly.com/hybrid/liberty-haze
Relaxed; Happy; Euphoric; Creative; Energetic,Lifesaver,https://www.leafly.com/hybrid/lifesaver
Happy; Relaxed; Creative; Focused; Giggly,Lime Green Skunk,https://www.leafly.com/hybrid/lime-green-skunk
Relaxed; Happy; Focused; Dizzy; Hungry,Liquid Gold CBD Vape Oil,https://www.leafly.com/hybrid/liquid-gold-cbd-vape-oil
,Liquid Gold Vape Pen Blue Diamond,https://www.leafly.com/hybrid/liquid-gold-vape-pen-blue-diamond
Sleepy; Relaxed; Anxious,Liquid Gold Vape Pen Orange Kush,https://www.leafly.com/hybrid/liquid-gold-vape-pen-orange-kush
Energetic; Creative; Euphoric; Focused; Sleepy,Liquid Gold Vape Pen Pink Lemonade,https://www.leafly.com/hybrid/liquid-gold-vape-pen-pink-lemonade
Depression; Pain; Stress,Liquid Gold Vape Pen Red Diesel,https://www.leafly.com/hybrid/liquid-gold-vape-pen-red-diesel
Happy,Liquid Gold Vape Pen Silver Haze,https://www.leafly.com/hybrid/liquid-gold-vape-pen-silver-haze
Focused; Happy; Relaxed; Sleepy; Tingly,Liquid Gold Vape Pen White Widow,https://www.leafly.com/hybrid/liquid-gold-vape-pen-white-widow
Energetic; Happy; Relaxed; Uplifted,Little Devil,https://www.leafly.com/hybrid/little-devil
Relaxed; Happy; Uplifted; Creative; Euphoric,Locktite,https://www.leafly.com/hybrid/locktite
Euphoric; Creative; Happy; Energetic; Relaxed,Lodi Dodi,https://www.leafly.com/hybrid/lodi-dodi
Relaxed; Uplifted; Euphoric; Happy; Energetic,Lost Coast OG,https://www.leafly.com/hybrid/lost-coast-og
Focused; Happy; Hungry; Uplifted; Giggly,Loud Dream,https://www.leafly.com/hybrid/loud-dream
Happy; Relaxed; Creative; Focused; Uplifted,Loud Scout,https://www.leafly.com/hybrid/loud-scout
Energetic; Relaxed; Creative; Happy; Euphoric,Lowryder,https://www.leafly.com/hybrid/lowryder
Anxious; Aroused; Creative; Dizzy; Dry Eyes,Loyalty,https://www.leafly.com/hybrid/loyality
Focused; Happy; Energetic; Relaxed; Uplifted,Luca Brasi x Sour Diesel,https://www.leafly.com/hybrid/luca-brasi-x-sour-diesel
Happy; Euphoric; Energetic; Creative; Uplifted,Lucid Dream,https://www.leafly.com/hybrid/lucid-dream
Happy; Relaxed; Euphoric; Uplifted; Creative,Lucky Charms,https://www.leafly.com/hybrid/lucky-charms
Euphoric; Happy; Relaxed; Hungry; Uplifted,MILF,https://www.leafly.com/hybrid/milf
Relaxed; Happy; Uplifted; Euphoric; Tingly,Mad Dawg,https://www.leafly.com/hybrid/mad-dawg
Energetic; Hungry; Talkative; Uplifted; Dry Mouth,Magnum,https://www.leafly.com/hybrid/magnum
,Mai Tai Cookies,https://www.leafly.com/hybrid/mai-tai-cookies
Creative; Energetic; Euphoric; Relaxed,Mandala #1,https://www.leafly.com/hybrid/mandala-1
Happy; Relaxed; Uplifted; Euphoric; Giggly,Mango Kush,https://www.leafly.com/hybrid/mango-kush
