negatives,name,pageUrl
Dry Mouth; Dry Eyes; Anxious; Paranoid; Dizzy,Pineapple Express,https://www.leafly.com/hybrid/pineapple-express
Dry Mouth; Dry Eyes; Dizzy; Paranoid; Headache,Pineapple Kush,https://www.leafly.com/hybrid/pineapple-kush
,Pineapple Purple Skunk,https://www.leafly.com/hybrid/pineapple-purple-skunk
Dry Mouth; Anxious; Dizzy; Dry Eyes; Paranoid,Pineapple Skunk,https://www.leafly.com/hybrid/pineapple-skunk
Dry Mouth; Dry Eyes; Paranoid; Dizzy; Anxious,Pineapple Trainwreck,https://www.leafly.com/hybrid/pineapple-trainwreck
Dry Mouth; Dry Eyes; Dizzy; Anxious; Headache,Pink Kush,https://www.leafly.com/hybrid/pink-kush
,Pink Mango,https://www.leafly.com/hybrid/pink-mango
Dry Mouth; Dry Eyes; Dizzy,Pink Panther,https://www.leafly.com/hybrid/pink-panther
Dry Eyes; Dry Mouth; Dizzy,Pink Pez,https://www.leafly.com/hybrid/pink-pez
Dry Mouth; Dry Eyes; Paranoid; Anxious; Dizzy,Platinum Girl Scout Cookies,https://www.leafly.com/hybrid/platinum-girl-scout-cookies
Dry Mouth; Dizzy; Dry Eyes,Platinum Wreck,https://www.leafly.com/hybrid/platinum-wreck
,Pop Rox,https://www.leafly.com/hybrid/pop-rox
,Predator Pink,https://www.leafly.com/hybrid/predator-pink
,Professor Chaos,https://www.leafly.com/hybrid/professor-chaos
Dry Mouth,Proper BHO Shatter,https://www.leafly.com/hybrid/proper-bho-shatter-h
,Proper PHO Shatter,https://www.leafly.com/hybrid/proper-pho-shatter-h
,Puna Budder,https://www.leafly.com/hybrid/puna-budder
Dry Eyes; Dry Mouth; Headache; Paranoid; Anxious,Pure Power Plant,https://www.leafly.com/hybrid/pure-power-plant
Dry Mouth; Dry Eyes; Dizzy; Paranoid,Purple AK-47,https://www.leafly.com/hybrid/purple-ak-47
Dry Mouth; Paranoid; Dry Eyes; Dizzy; Headache,Purple Alien OG,https://www.leafly.com/hybrid/purple-alien-og
Dry Mouth; Dry Eyes; Dizzy; Headache; Paranoid,Purple Arrow,https://www.leafly.com/hybrid/purple-arrow
Dry Mouth; Dry Eyes; Headache; Paranoid,Purple Cheese,https://www.leafly.com/hybrid/purple-cheese
Dry Mouth,Purple Crack,https://www.leafly.com/hybrid/purple-crack
Dry Eyes; Dry Mouth; Dizzy; Anxious; Paranoid,Purple Diesel,https://www.leafly.com/hybrid/purple-diesel
,Purple Dog Shit,https://www.leafly.com/hybrid/purple-dog-shit
Dry Eyes; Dry Mouth; Dizzy; Headache; Paranoid,Purple Dream,https://www.leafly.com/hybrid/purple-dream
,Purple Goat,https://www.leafly.com/hybrid/purple-goat
Dry Mouth; Dry Eyes; Dizzy; Headache; Paranoid,Purple Gorilla,https://www.leafly.com/hybrid/purple-gorilla
Dry Mouth; Dry Eyes; Headache,Purple Hashplant,https://www.leafly.com/hybrid/purple-hashplant
Dry Mouth; Dry Eyes; Dizzy; Headache; Paranoid,Purple Ice,https://www.leafly.com/hybrid/purple-ice
Dry Eyes; Dry Mouth; Dizzy; Headache,Purple Jack,https://www.leafly.com/hybrid/purple-jack
,Purple Maui,https://www.leafly.com/hybrid/purple-maui
,Purple Pantera,https://www.leafly.com/hybrid/purple-pantera
,Purple Paralysis,https://www.leafly.com/hybrid/purple-paralysis
Dry Mouth; Dry Eyes; Paranoid; Dizzy; Anxious,Purple Princess,https://www.leafly.com/hybrid/purple-princess
Dry Mouth; Dry Eyes,Purple Rhino,https://www.leafly.com/hybrid/purple-rhino
Dry Mouth; Dry Eyes,Purple Sage,https://www.leafly.com/hybrid/purple-sage
Dizzy; Dry Eyes; Dry Mouth; Headache; Paranoid,Purple Skunk,https://www.leafly.com/hybrid/purple-skunk
Dry Mouth; Dry Eyes; Paranoid; Anxious; Headache,Purple Sour Diesel,https://www.leafly.com/hybrid/purple-sour-diesel
Dry Mouth; Dry Eyes; Paranoid; Headache; Dizzy,Purple Trainwreck,https://www.leafly.com/hybrid/purple-trainwreck
Dry Mouth; Dry Eyes; Anxious; Paranoid; Dizzy,Purple Voodoo,https://www.leafly.com/hybrid/purple-voodoo
Dry Eyes; Dry Mouth; Dizzy; Headache; Paranoid,Qrazy Train,https://www.leafly.com/hybrid/qrazy-train
Dry Eyes; Dry Mouth; Anxious; Dizzy,Quebec Gold,https://www.leafly.com/hybrid/quebec-gold
,Queso,https://www.leafly.com/hybrid/queso
Dry Mouth; Dry Eyes; Dizzy; Paranoid; Anxious,Rainbow,https://www.leafly.com/hybrid/rainbow
Dry Mouth; Dry Eyes; Paranoid; Headache; Dizzy,Raskal OG,https://www.leafly.com/hybrid/raskal-og
Dry Eyes; Headache; Dizzy; Dry Mouth,Red Cherry Berry,https://www.leafly.com/hybrid/red-cherry-berry
Dry Mouth; Dry Eyes; Anxious; Dizzy; Paranoid,Red Diesel,https://www.leafly.com/hybrid/red-diesel
Dry Mouth; Dry Eyes; Dizzy; Paranoid; Headache,Red Dragon,https://www.leafly.com/hybrid/red-dragon
,Red Poison,https://www.leafly.com/hybrid/red-poison
,Redd Cross,https://www.leafly.com/hybrid/redd-cross
,Redding OG,https://www.leafly.com/hybrid/redding-og
,Rene,https://www.leafly.com/hybrid/rene
Dizzy; Dry Eyes; Dry Mouth,Rene Mist,https://www.leafly.com/hybrid/rene-mist
Dry Eyes; Dry Mouth,Richie Rich,https://www.leafly.com/hybrid/richie-rich
Dry Mouth,Ringo's Gift,https://www.leafly.com/hybrid/ringos-gift
Dry Eyes; Dry Mouth; Dizzy; Headache; Anxious,Ripped Bubba,https://www.leafly.com/hybrid/ripped-bubba
,Rob Ford Kush,https://www.leafly.com/hybrid/rob-ford-kush
,Rocky Mountain High,https://www.leafly.com/hybrid/rocky-mountain-high
Dry Eyes; Dry Mouth,Romping Goddess,https://www.leafly.com/hybrid/romping-goddess
Dry Mouth; Dry Eyes; Dizzy; Paranoid; Headache,Romulan Grapefruit,https://www.leafly.com/hybrid/romulan-grapefruit
,Royal Chemdawg,https://www.leafly.com/hybrid/royal-chemdawg
,Royal Dwarf,https://www.leafly.com/hybrid/royal-dwarf
,Royal Highness,https://www.leafly.com/hybrid/royal-highness
Dry Mouth; Dry Eyes; Anxious; Dizzy; Paranoid,Royal Kush,https://www.leafly.com/hybrid/royal-kush
,RudeBoi OG,https://www.leafly.com/hybrid/rudeboi-og
Dry Mouth; Dry Eyes; Dizzy; Anxious,Rug Burn OG,https://www.leafly.com/hybrid/rug-burn-og
Dry Mouth,Russian Rocket Fuel,https://www.leafly.com/hybrid/russian-rocket-fuel
Dry Eyes; Dry Mouth; Dizzy; Paranoid; Headache,SAGE,https://www.leafly.com/hybrid/sage
Dry Eyes; Dry Mouth; Paranoid; Dizzy; Headache,SFV OG,https://www.leafly.com/hybrid/sfv-og
Dry Eyes,Sapphire Star,https://www.leafly.com/hybrid/sapphire-star
Dry Mouth; Dry Eyes; Paranoid; Dizzy; Headache,Satori,https://www.leafly.com/hybrid/satori
Dry Mouth; Dry Eyes,Saturn OG,https://www.leafly.com/hybrid/saturn-og
,Savant's Grail,https://www.leafly.com/hybrid/savants-grail
Dry Mouth; Dry Eyes,Scooby Snacks,https://www.leafly.com/hybrid/scooby-snack
Dry Eyes; Dry Mouth,Scott's OG,https://www.leafly.com/hybrid/scotts-og
Anxious; Dry Mouth,Secret Recipe,https://www.leafly.com/hybrid/secret-recipe
,Shangri-La,https://www.leafly.com/hybrid/shangri-la
Dry Mouth; Dizzy; Headache; Paranoid; Anxious,Sharksbreath,https://www.leafly.com/hybrid/sharks-breath
Dry Mouth; Anxious; Dizzy; Dry Eyes; Paranoid,Shiatsu Kush,https://www.leafly.com/hybrid/shiatsu-kush
Dry Mouth; Dry Eyes; Paranoid; Dizzy; Headache,Shoreline,https://www.leafly.com/hybrid/shoreline
Dry Mouth; Dizzy; Dry Eyes; Paranoid,Sierra Mist,https://www.leafly.com/hybrid/sierra-mist
Dry Mouth; Dry Eyes,Silver Bubble,https://www.leafly.com/hybrid/silver-bubble
Dry Mouth; Dry Eyes; Anxious; Dizzy; Headache,Silver Pearl,https://www.leafly.com/hybrid/silver-pearl
Paranoid; Dry Mouth; Dizzy; Dry Eyes; Anxious,Silver Surfer,https://www.leafly.com/hybrid/silver-surfer
,Sin Valley OG,https://www.leafly.com/hybrid/sin-valley-og
Dry Mouth; Dry Eyes; Paranoid; Dizzy,SinMint Cookies,https://www.leafly.com/hybrid/sinmint-cookies
Dry Eyes; Headache; Dry Mouth; Paranoid; Anxious,Skunk Haze,https://www.leafly.com/hybrid/skunk-haze
Dry Mouth; Dry Eyes; Paranoid; Dizzy; Headache,Skunk No. 1,https://www.leafly.com/hybrid/skunk-1
Dry Mouth; Dry Eyes; Paranoid,Skunky Diesel,https://www.leafly.com/hybrid/skunky-diesel
,Skywalker Alien,https://www.leafly.com/hybrid/skywalker-alien
Dry Mouth; Dry Eyes; Anxious; Headache; Dizzy,Skywalker OG,https://www.leafly.com/hybrid/skywalker-og
,Smelliot,https://www.leafly.com/hybrid/smelliot
Dry Mouth; Dry Eyes; Anxious; Paranoid; Headache,Snoop's Dream,https://www.leafly.com/hybrid/snoop-s-dream
Dry Mouth,Snow Bud,https://www.leafly.com/hybrid/snow-bud
,Snow Diesel,https://www.leafly.com/hybrid/snow-diesel
,Snow Lotus,https://www.leafly.com/hybrid/snow-lotus
Dry Mouth; Dry Eyes; Headache; Dizzy; Anxious,Snow White,https://www.leafly.com/hybrid/snow-white
Dry Mouth; Dry Eyes; Paranoid; Dizzy; Headache,Snowcap,https://www.leafly.com/hybrid/snowcap
Dry Mouth; Paranoid,Soul Assassin OG,https://www.leafly.com/hybrid/soul-assassin-og
Headache,Soul Shine,https://www.leafly.com/hybrid/soul-shine
Dry Mouth; Dry Eyes; Headache; Dizzy,Sour Alien,https://www.leafly.com/hybrid/sour-alien
Dry Mouth; Dry Eyes; Dizzy; Headache; Paranoid,Sour Apple,https://www.leafly.com/hybrid/sour-apple
,Sour Candy,https://www.leafly.com/hybrid/sour-candy
Dry Mouth; Paranoid; Dizzy; Dry Eyes; Headache,Sour Cheese,https://www.leafly.com/hybrid/sour-chees
Dry Eyes; Anxious; Dizzy; Dry Mouth,Sour Chunk,https://www.leafly.com/hybrid/sour-chunk
Dry Mouth; Dry Eyes; Paranoid; Anxious; Dizzy,Sour Cream,https://www.leafly.com/hybrid/sour-cream
Dry Mouth; Dry Eyes; Anxious; Dizzy; Paranoid,Sour Dream,https://www.leafly.com/hybrid/sour-dream
Dry Mouth; Dry Eyes; Paranoid; Anxious; Headache,Sour Grape,https://www.leafly.com/hybrid/sour-grape
Headache,Sour Jilly,https://www.leafly.com/hybrid/sour-jilly
Dry Mouth; Anxious; Dry Eyes; Dizzy; Headache,Sour Kush,https://www.leafly.com/hybrid/sour-kush
Dry Mouth; Dry Eyes,Sour LSD,https://www.leafly.com/hybrid/sour-lsd
Dry Mouth; Dry Eyes; Paranoid,Sour Lemon OG,https://www.leafly.com/hybrid/sour-lemon-og
Dry Eyes; Dry Mouth; Dizzy; Headache; Paranoid,Sour OG,https://www.leafly.com/hybrid/sour-og
Dry Mouth; Dizzy; Headache; Dry Eyes,Sour Power,https://www.leafly.com/hybrid/sour-power
Anxious; Dizzy,Sour Strawberry Diesel,https://www.leafly.com/hybrid/sour-strawberry-diesel
Dry Mouth; Dry Eyes; Headache; Anxious; Paranoid,Sour Tsunami,https://www.leafly.com/hybrid/sour-tsunami
Dry Mouth,Sour Urkle,https://www.leafly.com/hybrid/sour-urkle
Dry Mouth; Dry Eyes; Paranoid; Dizzy,Space Bomb,https://www.leafly.com/hybrid/space-bomb
Anxious,Space Candy,https://www.leafly.com/hybrid/space-candy
Dry Mouth; Dry Eyes; Dizzy; Paranoid; Headache,Space Queen,https://www.leafly.com/hybrid/space-queen
Dry Eyes,Special K,https://www.leafly.com/hybrid/special-k
Dry Mouth,Spirit of '76,https://www.leafly.com/hybrid/spirit-of-76
Dry Eyes,Star Tonic,https://www.leafly.com/hybrid/star-tonic
Dry Mouth; Dry Eyes; Dizzy; Anxious; Headache,Stardawg,https://www.leafly.com/hybrid/stardawg
Dry Mouth,Starfighter,https://www.leafly.com/hybrid/starfighter
Dry Mouth,Starry Night,https://www.leafly.com/hybrid/starry-night
Dry Mouth,Stevie Wonder,https://www.leafly.com/hybrid/stevie-wonder
Dry Eyes; Anxious; Dry Mouth,Strawberry Banana,https://www.leafly.com/hybrid/strawberry-banana
Paranoid; Dry Mouth; Anxious; Dry Eyes; Dizzy,Strawberry Diesel,https://www.leafly.com/hybrid/strawberry-diesel
Dry Mouth; Dry Eyes; Dizzy; Paranoid; Anxious,Strawberry Dream,https://www.leafly.com/hybrid/strawberry-dream
Dry Mouth; Dry Eyes; Dizzy; Paranoid; Headache,Strawberry Kush,https://www.leafly.com/hybrid/strawberry-kush
Dry Mouth; Dizzy; Dry Eyes; Headache,Sugar Cookie,https://www.leafly.com/hybrid/sugar-cookie
Dry Mouth; Headache; Anxious; Dry Eyes; Paranoid,Sugar Punch,https://www.leafly.com/hybrid/sugar-punch
Dry Eyes; Dry Mouth; Dizzy,Sugar Shack,https://www.leafly.com/hybrid/sugar-shack
,Sunlight Skunk,https://www.leafly.com/hybrid/sunlight-skunk
,Sunset Haze,https://www.leafly.com/hybrid/sunset-haze
Dry Mouth; Dry Eyes; Anxious; Headache; Paranoid,Sunset Sherbet,https://www.leafly.com/hybrid/sunset-sherbert
,Sunshine #4,https://www.leafly.com/hybrid/sunshine-4
Dry Mouth; Dry Eyes; Dizzy; Paranoid; Headache,Super Blue Dream,https://www.leafly.com/hybrid/super-blue-dream
Anxious,Super Lemon OG,https://www.leafly.com/hybrid/super-lemon-og
,Super Sour Skunk,https://www.leafly.com/hybrid/super-sour-skunk
,Super Sour Widow,https://www.leafly.com/hybrid/super-sour-widow
,Super Sweet,https://www.leafly.com/hybrid/super-sweet
Dry Mouth,Superglue,https://www.leafly.com/hybrid/superglue
Dry Eyes; Dry Mouth,Supermax OG,https://www.leafly.com/hybrid/supermax-og
Dry Mouth; Dry Eyes,Supernova,https://www.leafly.com/hybrid/supernova
Dry Eyes; Dry Mouth,Superstar,https://www.leafly.com/hybrid/superstar
,Suzy Q,https://www.leafly.com/hybrid/suzy-q
,Sweet Berry,https://www.leafly.com/hybrid/sweet-berry
Dry Mouth; Dry Eyes; Paranoid; Dizzy; Headache,Sweet Kush,https://www.leafly.com/hybrid/sweet-kush
,Sweet Pebbles,https://www.leafly.com/hybrid/sweet-pebbles
Dizzy; Dry Mouth; Dry Eyes; Paranoid,Swiss Bliss,https://www.leafly.com/hybrid/swiss-bliss
Dry Mouth; Paranoid; Anxious; Dry Eyes; Dizzy,THC Bomb,https://www.leafly.com/hybrid/thc-bomb
Headache,TJ's CBD,https://www.leafly.com/hybrid/tjs-cbd
,Tahoe Alien,https://www.leafly.com/hybrid/tahoe-alien
Dry Mouth; Dry Eyes; Dizzy; Paranoid; Headache,Tahoe OG Kush,https://www.leafly.com/hybrid/tahoe-og
,Tangelo Kush,https://www.leafly.com/hybrid/tangelo-kush
Dry Eyes; Dry Mouth; Anxious,Tangerine,https://www.leafly.com/hybrid/tangerine
Dry Mouth; Dry Eyes; Dizzy; Headache; Paranoid,Tangerine Dream,https://www.leafly.com/hybrid/tangerine-dream
Dry Mouth; Dry Eyes; Dizzy; Paranoid; Anxious,Tangerine Haze,https://www.leafly.com/hybrid/tangerine-haze
,Tangerine Power,https://www.leafly.com/hybrid/tangerine-power
,Tembo Kush,https://www.leafly.com/hybrid/tembo-kush
Dry Mouth,Thai Lights,https://www.leafly.com/hybrid/thai-lights
Dizzy,Thaidal Wave,https://www.leafly.com/hybrid/thaidal-wave
,The Blintz,https://www.leafly.com/hybrid/the-blintz
Dry Mouth; Dry Eyes; Dizzy; Anxious; Headache,The Flav,https://www.leafly.com/hybrid/the-flav
Dry Eyes; Anxious; Dry Mouth; Paranoid,The Grunk,https://www.leafly.com/hybrid/the-grunk
Dry Eyes,The One,https://www.leafly.com/hybrid/the-one
,The Sauce,https://www.leafly.com/hybrid/the-sauce
,The Sheriff,https://www.leafly.com/hybrid/the-sheriff
Anxious,The Third Dimension,https://www.leafly.com/hybrid/the-third-dimension
,The Truth,https://www.leafly.com/hybrid/the-truth
Dry Mouth; Dry Eyes; Paranoid; Dizzy; Headache,The Void,https://www.leafly.com/hybrid/the-void
Dry Mouth; Dizzy; Paranoid; Dry Eyes; Anxious,The White,https://www.leafly.com/hybrid/the-white
Dry Mouth; Dry Eyes; Anxious; Dizzy; Paranoid,Thin Mint Girl Scout Cookies,https://www.leafly.com/hybrid/thin-mint
Dry Mouth; Dry Eyes; Paranoid,Think Different,https://www.leafly.com/hybrid/think-different
Dry Mouth,Tickle Kush,https://www.leafly.com/hybrid/tickle-kush
Paranoid,Tiger Woods,https://www.leafly.com/hybrid/tiger-woods
Dry Eyes; Anxious,Tokyo OG,https://www.leafly.com/hybrid/tokyo-og
,Tommy's Home Grown,https://www.leafly.com/hybrid/tommys-home-grown
,Toxic Punch,https://www.leafly.com/hybrid/toxic-punch
Dry Mouth; Dry Eyes; Paranoid; Dizzy; Headache,Trainwreck,https://www.leafly.com/hybrid/trainwreck
Dry Eyes; Dry Mouth,Tree of Life,https://www.leafly.com/hybrid/tree-of-life
Dry Mouth; Anxious; Dizzy; Dry Eyes,Tres Dawg,https://www.leafly.com/hybrid/tres-dawg
,Trident,https://www.leafly.com/hybrid/trident
Dry Mouth; Dry Eyes; Headache; Paranoid,Trifecta,https://www.leafly.com/hybrid/trifecta
Dry Mouth; Headache,Tropical Tang,https://www.leafly.com/hybrid/tropical-tang
Paranoid; Dry Mouth; Dry Eyes; Headache,Tropicali,https://www.leafly.com/hybrid/tropicali
,Truth Serum,https://www.leafly.com/hybrid/truth-serum
Dry Eyes,Turbo Mind Warp,https://www.leafly.com/hybrid/turbo-mind-warp
Dry Mouth; Dry Eyes; Anxious,Tutti Frutti,https://www.leafly.com/hybrid/tutti-frutti
Dry Mouth; Dry Eyes; Dizzy; Paranoid; Headache,UK Cheese,https://www.leafly.com/hybrid/uk-cheese
Dry Eyes; Dry Mouth,Ultra Sonja,https://www.leafly.com/hybrid/ultra-sonja
,VCDC,https://www.leafly.com/hybrid/vcdc
Dry Mouth,Valentine X,https://www.leafly.com/hybrid/valentine-x
Dizzy; Dry Eyes,Valley Ghash,https://www.leafly.com/hybrid/valley-ghash
,Valley Girl,https://www.leafly.com/hybrid/valley-girl
Dry Mouth; Dry Eyes; Headache; Dizzy; Paranoid,Venom OG,https://www.leafly.com/hybrid/venom-og
,Venus OG,https://www.leafly.com/hybrid/venus-og
Anxious; Paranoid; Dry Mouth; Dry Eyes; Dizzy,Verde Electric,https://www.leafly.com/hybrid/verde-electric
Dry Mouth,Violet Delight,https://www.leafly.com/hybrid/violet-delight
Dizzy; Paranoid,Waldo,https://www.leafly.com/hybrid/waldo
,Wally OG,https://www.leafly.com/hybrid/wally-og
Dry Mouth; Headache,Walrus Kush,https://www.leafly.com/hybrid/walrus-kush
Dry Mouth; Dizzy; Dry Eyes; Headache; Paranoid,Wappa,https://www.leafly.com/hybrid/wappa
Dry Mouth; Dizzy; Dry Eyes; Headache; Paranoid,Warlock,https://www.leafly.com/hybrid/warlock
,Wellness OG,https://www.leafly.com/hybrid/wellness-og
Dry Mouth,White Cheese,https://www.leafly.com/hybrid/white-cheese
Dry Mouth; Headache; Dry Eyes; Paranoid; Anxious,White Dawg,https://www.leafly.com/hybrid/white-dawg
Dry Mouth; Headache; Dizzy; Dry Eyes,White Diesel,https://www.leafly.com/hybrid/white-diesel
Dry Mouth,White Elephant,https://www.leafly.com/hybrid/white-elephant
Dry Mouth; Dry Eyes; Paranoid; Anxious; Dizzy,White Fire Alien OG,https://www.leafly.com/hybrid/white-fire-alien-og
Dry Mouth; Dry Eyes; Headache; Anxious; Paranoid,White Fire OG,https://www.leafly.com/hybrid/white-fire-og
,White Gold,https://www.leafly.com/hybrid/white-gold
Dry Eyes,White Knight,https://www.leafly.com/hybrid/white-knight
Dry Eyes; Dry Mouth; Paranoid,White Lavender,https://www.leafly.com/hybrid/white-lavender
Dry Eyes; Dry Mouth,White Lightning,https://www.leafly.com/hybrid/white-lightning
Dry Mouth,White Lotus,https://www.leafly.com/hybrid/white-lotus
Paranoid; Dry Eyes; Dry Mouth,White Queen,https://www.leafly.com/hybrid/white-queen
Dry Mouth; Dry Eyes,White Romulan,https://www.leafly.com/hybrid/white-romulan
Dry Mouth; Dizzy; Dry Eyes; Headache; Anxious,White Russian,https://www.leafly.com/hybrid/white-russian
Dry Mouth; Dry Eyes; Anxious; Paranoid,White Siberian,https://www.leafly.com/hybrid/white-siberian
Dry Mouth; Dizzy; Headache; Dry Eyes,White Skunk,https://www.leafly.com/hybrid/white-skunk
,White Slipper,https://www.leafly.com/hybrid/white-slipper
,White Smurf,https://www.leafly.com/hybrid/white-smurf
Dry Eyes; Dry Mouth,White Urkle,https://www.leafly.com/hybrid/white-urkle
,White Walker Kush,https://www.leafly.com/hybrid/white-walker-kush
,White Walrus,https://www.leafly.com/hybrid/white-walrus
Dry Mouth; Dry Eyes; Dizzy; Paranoid; Headache,White Widow,https://www.leafly.com/hybrid/white-widow
Dry Eyes; Dizzy; Dry Mouth; Paranoid,White Zombie,https://www.leafly.com/hybrid/white-zombie
,Whiteout,https://www.leafly.com/hybrid/whiteout
Dry Mouth; Dry Eyes; Dizzy,Wonder Haze,https://www.leafly.com/hybrid/wonder-haze
Dry Mouth; Dry Eyes; Anxious; Dizzy; Headache,Wonder Woman,https://www.leafly.com/hybrid/wonder-woman
Dry Mouth; Dizzy; Anxious; Paranoid; Dry Eyes,Wonka's Bubblicious,https://www.leafly.com/Hybrid/wonka-s-bubbilicious
Dry Mouth,Wreckage,https://www.leafly.com/hybrid/wreckage
,X-File,https://www.leafly.com/hybrid/x-file
,X-Files,https://www.leafly.com/hybrid/x-files
,X-tra Chz,https://www.leafly.com/hybrid/x-tra-chz
Dry Mouth; Dry Eyes; Paranoid; Anxious; Dizzy,XJ-13,https://www.leafly.com/hybrid/xj-13
Dry Mouth,Yogi Diesel,https://www.leafly.com/hybrid/yogi-diesel
Anxious,Yummy,https://www.leafly.com/hybrid/yummy
Dry Mouth; Dry Eyes; Anxious,Zen,https://www.leafly.com/hybrid/zen
Dry Mouth; Dry Eyes; Dizzy,Zeus OG,https://www.leafly.com/hybrid/zeus-og
Anxious; Dizzy,303 OG,https://www.leafly.com/indica/303-og
Dizzy; Dry Mouth; Dry Eyes; Anxious,3X Crazy,https://www.leafly.com/indica/3x-crazy
Dry Eyes; Headache,8 Ball Kush,https://www.leafly.com/indica/8-ball-kush
Dry Mouth; Dizzy; Dry Eyes; Anxious; Paranoid,9 Pound Hammer,https://www.leafly.com/indica/9-pound-hammer
Dry Mouth; Dry Eyes; Paranoid; Dizzy; Headache,A-10,https://www.leafly.com/indica/a-10
Dry Mouth; Dry Eyes; Dizzy,Abusive OG,https://www.leafly.com/indica/abusive-og
,Ace Killer OG,https://www.leafly.com/indica/ace-killer-og
Dry Mouth; Dry Eyes; Dizzy; Headache; Paranoid,Ace of Spades,https://www.leafly.com/indica/ace-of-spades
Dry Mouth; Dry Eyes; Paranoid,Afghan Big Bud,https://www.leafly.com/indica/afghan-big-bud
,Afghan Hawaiian,https://www.leafly.com/indica/afghan-hawaiian
Dry Mouth; Dry Eyes; Dizzy; Paranoid; Headache,Afghan Kush,https://www.leafly.com/indica/afghan-kush
Dry Mouth; Headache; Dry Eyes; Dizzy; Paranoid,Afghan Skunk,https://www.leafly.com/indica/afghan-skunk
,Afghan Sour Kush,https://www.leafly.com/indica/afghan-sour-kush
Dry Mouth; Dry Eyes; Dizzy; Headache; Paranoid,Afghani,https://www.leafly.com/indica/afghani
Dry Mouth; Dry Eyes; Paranoid; Dizzy; Headache,Afghani Bullrider,https://www.leafly.com/indica/afgahni-bullrider
,Afghani CBD,https://www.leafly.com/indica/afghani-cbd
Dry Mouth; Dry Eyes; Paranoid; Dizzy; Headache,Afghooey,https://www.leafly.com/indica/afghooey
Dry Mouth; Dry Eyes; Dizzy; Paranoid; Headache,Afgoo,https://www.leafly.com/indica/afgoo
Dry Mouth; Dry Eyes; Paranoid; Headache; Dizzy,Afgooey,https://www.leafly.com/indica/afgooey
Dry Mouth; Dry Eyes; Dizzy; Paranoid; Anxious,Alien Dawg,https://www.leafly.com/indica/alien-dawg
Dry Mouth; Dry Eyes; Dizzy; Headache; Paranoid,Alien Kush,https://www.leafly.com/indica/alien-kush
,Alpine Star,https://www.leafly.com/indica/alpine-star
Dry Mouth,American Kush,https://www.leafly.com/indica/american-kush
,Americano,https://www.leafly.com/indica/americano
,Ancient Kush,https://www.leafly.com/indica/ancient-kush
Dry Mouth,Ancient OG,https://www.leafly.com/indica/ancient-og
Dry Mouth; Dry Eyes; Dizzy; Paranoid; Headache,Anesthesia,https://www.leafly.com/indica/anesthesia
Dry Mouth,Argyle,https://www.leafly.com/indica/argyle
,Athabasca,https://www.leafly.com/indica/athabasca
Dry Mouth,Aurora Borealis,https://www.leafly.com/indica/aurora-borealis
Dry Mouth; Dry Eyes; Paranoid,Aurora Indica,https://www.leafly.com/indica/aurora-indica
Dry Eyes; Dry Mouth,B-52,https://www.leafly.com/indica/b-52
,B.B. King,https://www.leafly.com/indica/bb-king
Dry Mouth; Headache; Dizzy; Dry Eyes; Paranoid,BC Sweet Tooth,https://www.leafly.com/indica/bc-sweet-tooth
Dry Eyes; Dry Mouth,Bakerstreet,https://www.leafly.com/indica/bakerstreet
Dry Mouth; Dizzy; Dry Eyes; Paranoid,Banana Candy,https://www.leafly.com/indica/banana-candy
Dry Mouth; Dizzy; Dry Eyes; Anxious; Headache,Barbara Bud,https://www.leafly.com/indica/barbara-bud
,Beastmode 2.0,https://www.leafly.com/indica/beast-mode-20
Dizzy; Dry Eyes; Dry Mouth; Headache,Bedica,https://www.leafly.com/indica/bedica
,Berry Noir,https://www.leafly.com/indica/berry-noir
Dry Mouth; Dry Eyes; Paranoid; Dizzy; Anxious,Berry White,https://www.leafly.com/Indica/0bf3f759-186e-4dad-89d0-e0fc7598ac53
,Bhang 007 OG,https://www.leafly.com/indica/bhang-007-og
,Bhang Afghan Kush,https://www.leafly.com/indica/bhang-afghan-kush
,Bhang Afghooey,https://www.leafly.com/indica/bhang-afghooey
,Bhang Afgoo,https://www.leafly.com/indica/bhang-afgoo
,Bhang Black Domina,https://www.leafly.com/indica/bhang-black-domina
,Bhang Blackberry Kush,https://www.leafly.com/indica/bhang-blackberry-kush
,Bhang Bubba Kush,https://www.leafly.com/indica/bhang-bubba-kush
,Bhang Cherry Kola,https://www.leafly.com/indica/bhang-cherry-kola
,Bhang Darth Vader OG,https://www.leafly.com/indica/bhang-darth-vader-og
,Bhang Diablo OG,https://www.leafly.com/indica/bhang-diablo-og
,Bhang Diamond OG,https://www.leafly.com/indica/bhang-diamond-og
Dry Mouth,Bhang Granddaddy Purple,https://www.leafly.com/indica/bhang-granddaddy-purple
,Bhang Grape Ape,https://www.leafly.com/indica/bhang-grape-ape
,Bhang Humboldt Reserve,https://www.leafly.com/indica/bhang-humboldt-reserve
,Bhang Jupiter OG,https://www.leafly.com/indica/bhang-jupiter-og
,Bhang King's Kush,https://www.leafly.com/indica/bhang-kings-kush
,Bhang LA Confidential,https://www.leafly.com/indica/bhang-la-confidential
,Bhang Lavender Kush,https://www.leafly.com/indica/bhang-lavender-kush
,Bhang MK Ultra,https://www.leafly.com/indica/bhang-mk-ultra
,Bhang Mango OG,https://www.leafly.com/indica/bhang-mango-og
,Bhang Master Kush,https://www.leafly.com/indica/bhang-master-kush
