negatives,name,pageUrl
Dry Eyes; Dizzy; Dry Mouth; Paranoid; Headache,Earth OG,https://www.leafly.com/hybrid/earth-og
Dry Eyes; Dry Mouth,Earthquake,https://www.leafly.com/hybrid/earthquake
Dizzy,Earthshaker OG,https://www.leafly.com/hybrid/earthshaker-og
,Ebola #7,https://www.leafly.com/hybrid/ebola-7
Paranoid; Anxious; Dry Mouth; Dizzy; Dry Eyes,Ed Rosenthal Super Bud,https://www.leafly.com/hybrid/ed-rosenthal-super-bud
Dry Mouth; Dry Eyes; Headache; Paranoid; Dizzy,El Niño,https://www.leafly.com/hybrid/el-nino
,El-Na,https://www.leafly.com/hybrid/el-na
,Elderberry Kush,https://www.leafly.com/hybrid/elderberry-kush
,Electric Kool Aid,https://www.leafly.com/hybrid/electric-kool-aid
Anxious; Dry Eyes; Dry Mouth,Elvis,https://www.leafly.com/hybrid/elvis
,Eugene Cream,https://www.leafly.com/hybrid/eugene-cream
Dry Mouth; Dry Eyes; Anxious; Dizzy; Headache,Ewok,https://www.leafly.com/hybrid/ewok
Dry Eyes; Dizzy; Dry Mouth; Paranoid; Headache,Exodus Cheese,https://www.leafly.com/hybrid/exodus-cheese
Dry Eyes,Fire Alien Kush,https://www.leafly.com/hybrid/fire-alien-kush
Dry Mouth; Dry Eyes; Paranoid; Dizzy; Anxious,Fire OG,https://www.leafly.com/hybrid/fire-og
Dry Mouth; Dry Eyes; Dizzy; Anxious; Headache,Flo,https://www.leafly.com/hybrid/flo
,Flowers For Algernon,https://www.leafly.com/hybrid/flowers-for-algernon
Dry Mouth; Paranoid; Dizzy; Dry Eyes,Fortune Cookies,https://www.leafly.com/hybrid/fortune-cookies
,Four Star General,https://www.leafly.com/hybrid/four-star-general
Dry Mouth; Anxious; Paranoid; Dizzy; Dry Eyes,Frisian Dew,https://www.leafly.com/hybrid/frisian-dew
,Frosted Freak,https://www.leafly.com/hybrid/frosted-freak
Dry Mouth; Dry Eyes; Paranoid; Headache,Fruit Spirit,https://www.leafly.com/hybrid/fruit-spirit
Dry Mouth; Dry Eyes; Dizzy; Anxious; Headache,Fruity Pebbles,https://www.leafly.com/hybrid/fruity-pebbles
Dry Mouth; Dizzy; Dry Eyes,Funfetti,https://www.leafly.com/hybrid/funfetti
,"G Stik ""Orange""",https://www.leafly.com/hybrid/g-stik-orange
,"G Stik ""Verde""",https://www.leafly.com/hybrid/g-stik-verde
,G.O.A.T.,https://www.leafly.com/hybrid/goat
,G13 Diesel,https://www.leafly.com/hybrid/g13-diesel
Dry Mouth; Dry Eyes; Headache; Dizzy; Paranoid,G13 Haze,https://www.leafly.com/hybrid/g13-haze
,G13 Widow,https://www.leafly.com/hybrid/g13-widow
,GI001,https://www.leafly.com/hybrid/gi-001
Dry Mouth,GRiZ Kush,https://www.leafly.com/hybrid/griz-kush
Dizzy; Anxious; Dry Mouth; Paranoid; Dry Eyes,Game Changer,https://www.leafly.com/hybrid/game-changer
,Ganesh Berry,https://www.leafly.com/hybrid/ganesh-berry
,Gatekeeper OG,https://www.leafly.com/hybrid/gatekeeper-og
Dry Mouth; Dry Eyes,Gelato,https://www.leafly.com/hybrid/gelato
Dry Mouth,Gemstone,https://www.leafly.com/hybrid/gemstone
,Ghost Bubba,https://www.leafly.com/hybrid/ghost-bubba
Dry Mouth; Dry Eyes; Paranoid; Dizzy; Headache,Ghost OG,https://www.leafly.com/hybrid/ghost-og
Dry Mouth; Dry Eyes; Anxious; Dizzy; Paranoid,Girl Scout Cookies,https://www.leafly.com/hybrid/girl-scout-cookie
Dry Mouth,Glad Max,https://www.leafly.com/hybrid/glad-max
Dry Mouth; Dry Eyes; Anxious; Paranoid; Dizzy,Glass Slipper,https://www.leafly.com/hybrid/glass-slipper
,Go Time,https://www.leafly.com/hybrid/go-time
Dry Mouth; Dry Eyes; Anxious; Dizzy; Paranoid,God's Green Crack,https://www.leafly.com/hybrid/gods-green-crack
Dizzy; Dry Mouth; Anxious,Goji OG,https://www.leafly.com/hybrid/goji-og
Dry Mouth; Dry Eyes; Paranoid; Headache; Dizzy,Golden Goat,https://www.leafly.com/hybrid/golden-goat
Dry Mouth; Dry Eyes; Anxious; Paranoid; Dizzy,Golden Pineapple,https://www.leafly.com/hybrid/golden-pineapple
,Golden Ticket,https://www.leafly.com/hybrid/golden-ticket
,Golden XTRX CO2 Dabbables,https://www.leafly.com/hybrid/golden-xtrx-co2-dabbables-h
,Golden XTRX Oil Vaporizer Cartridge,https://www.leafly.com/hybrid/golden-xtrx-oil-vaporizer-cartridge-h
,Good Medicine,https://www.leafly.com/hybrid/good-medicine
Dry Mouth; Dry Eyes; Dizzy; Paranoid; Anxious,Gorilla Glue #4,https://www.leafly.com/hybrid/gorilla-glue-4
Dry Mouth; Paranoid; Dry Eyes; Dizzy,Grand Hustle,https://www.leafly.com/hybrid/grand-hustle
Dry Eyes; Dry Mouth; Dizzy; Headache,Grape Crush,https://www.leafly.com/hybrid/grape-crush
Dry Mouth; Dry Eyes; Dizzy; Paranoid; Headache,Grape God,https://www.leafly.com/hybrid/grape-god
Dry Mouth; Dry Eyes; Headache; Paranoid; Anxious,Grape Kush,https://www.leafly.com/hybrid/grape-kush
Dry Mouth; Dry Eyes; Anxious; Paranoid; Dizzy,Grape Stomper,https://www.leafly.com/hybrid/sour-grapes
Dry Mouth; Dry Eyes; Dizzy; Anxious; Paranoid,Grapefruit Diesel,https://www.leafly.com/hybrid/grapefruit-diesel
Dry Mouth; Dry Eyes; Dizzy; Paranoid; Anxious,Grapefruit Kush,https://www.leafly.com/hybrid/grapefruit-kush
Dry Mouth; Dry Eyes,Green Door Kush,https://www.leafly.com/hybrid/green-door-kush
Dry Mouth; Dry Eyes; Paranoid; Dizzy; Anxious,Green Dream,https://www.leafly.com/hybrid/green-dream
Paranoid,Green Goddess,https://www.leafly.com/hybrid/green-goddess
Dry Mouth; Paranoid; Dry Eyes; Dizzy; Headache,Green Hornet,https://www.leafly.com/hybrid/green-hornet
Dry Eyes; Dry Mouth; Paranoid; Headache; Dizzy,Green Monster,https://www.leafly.com/hybrid/green-monster
Dry Mouth; Dry Eyes; Headache; Dizzy; Anxious,Green Queen,https://www.leafly.com/hybrid/green-queen
Dry Mouth; Dry Eyes; Paranoid; Dizzy; Anxious,Green Ribbon,https://www.leafly.com/hybrid/green-ribbon
,Gremlin,https://www.leafly.com/hybrid/gremlin
Dry Eyes; Dry Mouth; Paranoid; Anxious; Dizzy,Guava Chem,https://www.leafly.com/hybrid/guava-chem
Dry Mouth,Guava Kush,https://www.leafly.com/hybrid/guava-kush
Anxious; Dry Mouth,Gucci OG,https://www.leafly.com/hybrid/gucci-og
,Haleigh’s Hope,https://www.leafly.com/hybrid/haleighs-hope
Dry Mouth,Haole,https://www.leafly.com/hybrid/haole
Dizzy; Dry Eyes; Dry Mouth; Headache,Haoma Mist,https://www.leafly.com/hybrid/haoma-mist
Dry Mouth; Dizzy; Headache,Harle-Tsu,https://www.leafly.com/hybrid/harle-tsu
Dry Mouth; Dry Eyes; Dizzy,Harmony,https://www.leafly.com/hybrid/harmony
,Harry Potter,https://www.leafly.com/hybrid/harry-potter
Dry Mouth,Hawaiian Cookies,https://www.leafly.com/hybrid/hawaiian-cookies
Dry Eyes; Anxious; Dizzy,Hawaiian Fire,https://www.leafly.com/hybrid/hawaiian-fire
Dry Mouth; Dry Eyes; Paranoid; Dizzy,Hawaiian Skunk,https://www.leafly.com/hybrid/hawaiian-skunk
Headache; Paranoid,Hawaiian Thunder Fuck,https://www.leafly.com/hybrid/hawaiian-thunder-fuck
Anxious; Dry Mouth,Haze Heaven,https://www.leafly.com/hybrid/haze-heaven
Dry Mouth; Dry Eyes; Anxious,Head Cheese,https://www.leafly.com/hybrid/head-cheese
,Head Trip,https://www.leafly.com/hybrid/head-trip
Dry Mouth; Dry Eyes; Dizzy; Paranoid; Headache,Headband,https://www.leafly.com/hybrid/headband
Dry Mouth; Dry Eyes; Headache,Headbanger,https://www.leafly.com/hybrid/headbanger
,Heaven Scent,https://www.leafly.com/hybrid/heaven-scent
Dry Mouth; Dry Eyes; Dizzy; Headache,Heavy Duty Fruity,https://www.leafly.com/hybrid/heavy-duty-fruity
Dry Eyes; Headache,Hell Raiser OG,https://www.leafly.com/hybrid/hell-raiser-og
,Hellfire OG,https://www.leafly.com/hybrid/hellfire-og
Anxious; Dry Mouth; Dizzy; Headache; Dry Eyes,Hell's Angel OG,https://www.leafly.com/hybrid/hells-angel-og
Dry Eyes; Dry Mouth; Paranoid; Dizzy,Himalayan Gold,https://www.leafly.com/hybrid/himalayan-gold
Dry Mouth; Dry Eyes; Dizzy; Paranoid,Hippie Crippler,https://www.leafly.com/hybrid/hippie-crippler
Dry Mouth; Dizzy; Dry Eyes; Headache,Hollywood OG,https://www.leafly.com/hybrid/hollywood-og
Dry Mouth,Holy Ghost,https://www.leafly.com/hybrid/holy-ghost
Dry Mouth; Dry Eyes; Dizzy; Anxious; Paranoid,Holy Grail Kush,https://www.leafly.com/hybrid/holy-grail-kush
Dry Mouth; Anxious,Honey Bananas,https://www.leafly.com/hybrid/honey-bananas
Dry Mouth; Dry Eyes; Dizzy,Hong Kong,https://www.leafly.com/hybrid/hong-kong
Dry Mouth; Dry Eyes; Dizzy; Headache; Paranoid,Huckleberry,https://www.leafly.com/hybrid/huckleberry
Headache; Dizzy; Dry Eyes; Dry Mouth; Paranoid,Humboldt,https://www.leafly.com/hybrid/humboldt
Dry Mouth; Dizzy,Hurkle,https://www.leafly.com/hybrid/hurkle
,Hustler Kush,https://www.leafly.com/hybrid/hustler-kush
Dry Eyes; Dry Mouth,ICED Grapefruit,https://www.leafly.com/hybrid/iced-grapefruit
Dry Mouth; Dry Eyes; Dizzy; Paranoid; Headache,Ice,https://www.leafly.com/hybrid/ice
Dry Mouth; Dry Eyes; Paranoid; Dizzy; Headache,Ice Cream,https://www.leafly.com/hybrid/ice-cream
Dry Eyes; Dry Mouth; Dizzy; Paranoid; Anxious,Ice Queen,https://www.leafly.com/hybrid/ice-queen
,Industrial Plant,https://www.leafly.com/hybrid/industrial-plant
Dry Eyes; Dry Mouth,Irene OG,https://www.leafly.com/hybrid/irene-kush
,J's Famous Kush,https://www.leafly.com/hybrid/js-famous-kush
Dry Mouth; Dry Eyes; Dizzy; Paranoid; Headache,J1,https://www.leafly.com/hybrid/j1
,Jack 47,https://www.leafly.com/hybrid/jack-47
Dry Mouth; Dry Eyes; Dizzy; Headache; Paranoid,Jack Flash,https://www.leafly.com/hybrid/jack-flash
Dry Mouth; Dry Eyes; Paranoid; Dizzy; Headache,Jack Frost,https://www.leafly.com/hybrid/jack-frost
Dry Eyes; Paranoid; Dry Mouth; Dizzy; Anxious,Jack Haze,https://www.leafly.com/hybrid/jack-haze
Dry Eyes; Dry Mouth; Anxious; Dizzy; Headache,Jack Kush,https://www.leafly.com/hybrid/jack-kush
Dry Mouth; Dry Eyes; Dizzy; Paranoid,Jack Widow,https://www.leafly.com/hybrid/jack-widow
Dry Mouth,Jacked-Up,https://www.leafly.com/hybrid/jacked-up
Dry Mouth; Dry Eyes; Headache; Dizzy; Paranoid,Jah Kush,https://www.leafly.com/hybrid/jah-kush
,Jamba Juice,https://www.leafly.com/hybrid/jamba-juice
Dry Mouth; Dry Eyes,Jane Doe,https://www.leafly.com/hybrid/jane-doe
Dry Eyes,Jasmine,https://www.leafly.com/hybrid/jasmin
Dry Mouth; Dry Eyes; Dizzy; Paranoid; Headache,Jean Guy,https://www.leafly.com/hybrid/jean-guy
Dry Mouth; Anxious; Dizzy; Dry Eyes,Jenny Kush,https://www.leafly.com/hybrid/jenny-kush
,Jesus,https://www.leafly.com/hybrid/jesus
Dizzy; Dry Mouth,Jet Fuel,https://www.leafly.com/hybrid/jet-fuel
Dry Mouth; Dry Eyes; Dizzy; Paranoid; Anxious,Jillybean,https://www.leafly.com/hybrid/jillybean
,Jimi Hendrix,https://www.leafly.com/hybrid/jimi-hendrix
Dry Eyes; Dry Mouth,Jolly Rancher,https://www.leafly.com/hybrid/jolly-rancher
Dry Mouth; Dry Eyes; Dizzy; Headache; Paranoid,Juicy Fruit,https://www.leafly.com/hybrid/juicy-fruit
Headache; Paranoid; Dry Mouth,Juicy Jack,https://www.leafly.com/hybrid/juicy-jack
Dry Mouth,Juliet,https://www.leafly.com/hybrid/juliet
Dry Mouth; Dry Eyes; Dizzy; Anxious,Julius Caesar,https://www.leafly.com/hybrid/julius-caesar
,Jungle Juice,https://www.leafly.com/hybrid/jungle-juice
,K1,https://www.leafly.com/hybrid/k1
Dry Eyes; Dry Mouth; Anxious,K2,https://www.leafly.com/hybrid/k2
,KC 33,https://www.leafly.com/hybrid/kc-33
Dry Eyes; Dry Mouth,Kaia Kush,https://www.leafly.com/hybrid/kaia-kush
Dry Mouth; Headache,Kalashnikova,https://www.leafly.com/hybrid/kalashnikova
,Kali Dog,https://www.leafly.com/hybrid/kali-dog
Dry Mouth; Dry Eyes; Anxious; Dizzy; Headache,Kandy Kush,https://www.leafly.com/hybrid/kandy-kush
,Karma Bitch,https://www.leafly.com/hybrid/karma-bitch
,Ken's Kush,https://www.leafly.com/hybrid/kens-kush
Dry Eyes; Dry Mouth,Key Lime Pie,https://www.leafly.com/hybrid/key-lime-pie
Dry Eyes; Dry Mouth; Anxious; Paranoid; Dizzy,Khalifa Kush,https://www.leafly.com/hybrid/khalifa-kush
Dry Mouth; Dry Eyes; Paranoid,Khola,https://www.leafly.com/hybrid/khola
,Kill Bill,https://www.leafly.com/hybrid/kill-bill
,Killer Grape,https://www.leafly.com/hybrid/killer-grape
Dry Mouth; Dry Eyes; Dizzy; Paranoid; Headache,Killer Queen,https://www.leafly.com/hybrid/killer-queen
Dry Mouth; Dry Eyes; Anxious; Dizzy; Paranoid,Kimbo Kush,https://www.leafly.com/hybrid/kimbo-kush
Dry Mouth; Dry Eyes; Dizzy; Headache; Anxious,King Kong,https://www.leafly.com/hybrid/king-kong
Dry Mouth; Dizzy; Anxious; Dry Eyes; Headache,Kong,https://www.leafly.com/hybrid/kong
Dry Mouth; Dry Eyes; Anxious; Paranoid,Kosher Tangie,https://www.leafly.com/hybrid/kosher-tangie
Dry Mouth; Dry Eyes,Krakatoa,https://www.leafly.com/hybrid/krakatoa
,Kuato,https://www.leafly.com/hybrid/kuato
Anxious; Dry Mouth,Kuchi,https://www.leafly.com/hybrid/kuchi
Dry Eyes; Dry Mouth; Dizzy,Kurple Fantasy,https://www.leafly.com/hybrid/kurple-fantasy
,Kush Cleaner,https://www.leafly.com/hybrid/kush-cleaner
Dry Eyes; Dry Mouth; Dizzy; Paranoid; Headache,Kushage,https://www.leafly.com/hybrid/kushage
,Kushashima,https://www.leafly.com/hybrid/kushashima
,L'Eagle Eagle,https://www.leafly.com/hybrid/leagle-eagle
Dry Eyes; Dry Mouth,LA Chocolat,https://www.leafly.com/hybrid/la-chocolat
Dry Mouth; Dry Eyes,LA Jack,https://www.leafly.com/hybrid/la-jack
Dry Eyes; Anxious; Dry Mouth,LA Kush,https://www.leafly.com/hybrid/la-kush
Dry Mouth; Dry Eyes; Headache; Anxious; Paranoid,LA Woman,https://www.leafly.com/hybrid/la-woman
,LAPD,https://www.leafly.com/hybrid/lapd
Dry Mouth; Dry Eyes; Dizzy; Headache; Anxious,LSD,https://www.leafly.com/hybrid/lsd
Paranoid; Dry Mouth; Dry Eyes,LVPK,https://www.leafly.com/hybrid/lvpk
,Lady Liberty,https://www.leafly.com/hybrid/lady-liberty
Dry Mouth,Ladyburn 1974,https://www.leafly.com/hybrid/ladyburn-1974
Dry Mouth,Lake of Fire,https://www.leafly.com/hybrid/lake-of-fire
Dry Mouth; Dizzy; Paranoid; Dry Eyes; Headache,Lambo OG,https://www.leafly.com/hybrid/lambo-og
Dry Eyes,Lamborghini,https://www.leafly.com/hybrid/lamborghini
Dry Mouth; Dry Eyes; Anxious; Headache; Dizzy,Larry OG,https://www.leafly.com/hybrid/larry-og
Dry Mouth; Anxious,Lavender Jones,https://www.leafly.com/hybrid/lavender-jones
Dry Mouth,Lemon Alien Dawg,https://www.leafly.com/hybrid/lemon-alien-dawg
,Lemon Bananas,https://www.leafly.com/hybrid/lemon-bananas
,Lemon Daddy,https://www.leafly.com/hybrid/lemon-daddy
Dry Eyes; Dry Mouth; Dizzy; Paranoid; Headache,Lemon Diesel,https://www.leafly.com/hybrid/lemon-diesel
Headache; Anxious; Dry Mouth; Dizzy; Dry Eyes,Lemon Drop,https://www.leafly.com/hybrid/lemon-drop
,Lemon Fire,https://www.leafly.com/hybrid/lemon-fire
Dry Mouth; Dry Eyes; Paranoid; Anxious; Headache,Lemon Kush,https://www.leafly.com/hybrid/lemon-kush
,Lemon Marmalade,https://www.leafly.com/hybrid/lemon-marmalade
Dry Mouth; Dry Eyes; Dizzy; Paranoid; Headache,Lemon OG Kush,https://www.leafly.com/hybrid/lemon-og
Dry Mouth; Dry Eyes; Paranoid; Dizzy; Headache,Lemon Skunk,https://www.leafly.com/hybrid/lemon-skunk
,Lemon Walker OG,https://www.leafly.com/hybrid/lemon-walker-og
Dry Mouth; Dizzy; Dry Eyes; Headache; Paranoid,Lemon Wreck,https://www.leafly.com/hybrid/lemon-wreck
Dry Eyes; Dry Mouth,Lemonberry,https://www.leafly.com/hybrid/lemonberry
Dry Eyes; Dry Mouth; Dizzy; Headache,Lethal Purple,https://www.leafly.com/hybrid/lethal-purple
Dry Mouth; Dry Eyes; Dizzy; Headache; Anxious,Liberty Haze,https://www.leafly.com/hybrid/liberty-haze
Dry Mouth; Dry Eyes; Dizzy; Paranoid,Lifesaver,https://www.leafly.com/hybrid/lifesaver
Dry Mouth; Dry Eyes; Dizzy; Paranoid,Lime Green Skunk,https://www.leafly.com/hybrid/lime-green-skunk
,Liquid Gold CBD Vape Oil,https://www.leafly.com/hybrid/liquid-gold-cbd-vape-oil
,Liquid Gold Vape Pen Blue Diamond,https://www.leafly.com/hybrid/liquid-gold-vape-pen-blue-diamond
,Liquid Gold Vape Pen Orange Kush,https://www.leafly.com/hybrid/liquid-gold-vape-pen-orange-kush
,Liquid Gold Vape Pen Pink Lemonade,https://www.leafly.com/hybrid/liquid-gold-vape-pen-pink-lemonade
,Liquid Gold Vape Pen Red Diesel,https://www.leafly.com/hybrid/liquid-gold-vape-pen-red-diesel
,Liquid Gold Vape Pen Silver Haze,https://www.leafly.com/hybrid/liquid-gold-vape-pen-silver-haze
,Liquid Gold Vape Pen White Widow,https://www.leafly.com/hybrid/liquid-gold-vape-pen-white-widow
,Little Devil,https://www.leafly.com/hybrid/little-devil
Anxious; Dry Mouth,Locktite,https://www.leafly.com/hybrid/locktite
Dry Eyes; Dry Mouth; Anxious,Lodi Dodi,https://www.leafly.com/hybrid/lodi-dodi
Dizzy; Dry Eyes; Dry Mouth; Headache,Lost Coast OG,https://www.leafly.com/hybrid/lost-coast-og
Dizzy; Dry Eyes; Dry Mouth; Headache; Paranoid,Loud Dream,https://www.leafly.com/hybrid/loud-dream
,Loud Scout,https://www.leafly.com/hybrid/loud-scout
Dizzy; Dry Eyes; Dry Mouth; Paranoid,Lowryder,https://www.leafly.com/hybrid/lowryder
,Loyalty,https://www.leafly.com/hybrid/loyality
,Luca Brasi x Sour Diesel,https://www.leafly.com/hybrid/luca-brasi-x-sour-diesel
Anxious; Dry Eyes; Dry Mouth; Paranoid,Lucid Dream,https://www.leafly.com/hybrid/lucid-dream
Dry Mouth; Dry Eyes,Lucky Charms,https://www.leafly.com/hybrid/lucky-charms
Dry Mouth; Dry Eyes,MILF,https://www.leafly.com/hybrid/milf
Dry Mouth; Dry Eyes,Mad Dawg,https://www.leafly.com/hybrid/mad-dawg
,Magnum,https://www.leafly.com/hybrid/magnum
,Mai Tai Cookies,https://www.leafly.com/hybrid/mai-tai-cookies
,Mandala #1,https://www.leafly.com/hybrid/mandala-1
Dry Mouth; Dry Eyes; Dizzy; Paranoid; Headache,Mango Kush,https://www.leafly.com/hybrid/mango-kush
Dry Mouth; Dry Eyes,Mango Tango,https://www.leafly.com/hybrid/mango-tango
Dry Eyes; Dry Mouth; Dizzy; Paranoid,Manitoba Poison,https://www.leafly.com/hybrid/manitoba-poison
,Maramota #10,https://www.leafly.com/hybrid/maramota-10
,Margaret Cho-G,https://www.leafly.com/hybrid/margaret-cho-g
Dry Mouth; Dry Eyes; Anxious; Dizzy; Headache,Marionberry Kush,https://www.leafly.com/hybrid/marionberry-kush
,Marley's Collie,https://www.leafly.com/hybrid/marleys-collie
Anxious; Dry Mouth; Dry Eyes; Headache; Paranoid,Martian Mean Green,https://www.leafly.com/hybrid/martian-mean-green
Dry Eyes; Dry Mouth; Paranoid,Master Skunk,https://www.leafly.com/hybrid/master-skunk
Dry Mouth; Dry Eyes; Paranoid; Anxious; Dizzy,Master Yoda,https://www.leafly.com/hybrid/master-yoda
Dry Mouth,Mau-Mau,https://www.leafly.com/hybrid/mau-mau
,Maui Berry,https://www.leafly.com/hybrid/maui-berry
Dry Eyes,Maui Bubble Gift,https://www.leafly.com/hybrid/maui-bubble-gift
,Maui Haole,https://www.leafly.com/hybrid/maui-haole
,Maui Mango Diesel,https://www.leafly.com/hybrid/maui-mango-diesel
,Maui Pineapple Chunk,https://www.leafly.com/hybrid/maui-pineapple-chunk
Dry Eyes; Headache; Anxious; Dry Mouth,Medibud,https://www.leafly.com/hybrid/medibud
Dry Mouth; Dry Eyes; Paranoid; Anxious; Dizzy,Medicine Man,https://www.leafly.com/hybrid/medicine-man
Dry Eyes; Dry Mouth; Dizzy; Paranoid; Headache,Medusa,https://www.leafly.com/hybrid/medusa
,Mega Jackpot,https://www.leafly.com/hybrid/mega-jackpot
Anxious; Dry Mouth; Paranoid,Melon Gum,https://www.leafly.com/hybrid/melon-gum
Dry Mouth; Dry Eyes; Headache; Dizzy; Paranoid,Mendocino Purps,https://www.leafly.com/hybrid/mendocino-purps
Dry Eyes; Dry Mouth,Michael Phelps OG,https://www.leafly.com/hybrid/michael-phelps-og
Dry Mouth; Dry Eyes; Anxious,Middlefork,https://www.leafly.com/hybrid/middlefork
Dry Eyes; Dry Mouth; Dizzy,Midnight,https://www.leafly.com/hybrid/midnight
Dry Eyes; Dry Mouth; Dizzy; Headache; Paranoid,Millennium,https://www.leafly.com/hybrid/millennium
Dry Mouth; Anxious; Dry Eyes; Paranoid,Mob Boss,https://www.leafly.com/hybrid/mob-boss
Dry Mouth,Monkey Paw,https://www.leafly.com/hybrid/monkey-paw
Dry Mouth,Monster OG,https://www.leafly.com/hybrid/monster-og
Dry Mouth; Dry Eyes,Montana Silvertip,https://www.leafly.com/hybrid/montana-silvertip
Dry Mouth; Dry Eyes; Dizzy; Paranoid,Morning Star,https://www.leafly.com/hybrid/morning-star
Dry Mouth; Dry Eyes; Anxious; Headache,Mother’s Helper,https://www.leafly.com/hybrid/mothers-helper
,Mr. Tusk,https://www.leafly.com/hybrid/mr-tusk
Dry Mouth,Ms. Universe,https://www.leafly.com/hybrid/ms-universe
Dry Eyes; Dry Mouth,Mt. Rainier,https://www.leafly.com/hybrid/mt-rainier
,NY Cheese,https://www.leafly.com/hybrid/ny-cheese
Dry Eyes; Dry Mouth,NY-47,https://www.leafly.com/hybrid/ny-47
Dry Eyes; Dry Mouth; Dizzy; Paranoid; Headache,NYC Diesel,https://www.leafly.com/hybrid/nyc-diesel
Dry Mouth; Dry Eyes; Headache; Paranoid; Dizzy,Nebula,https://www.leafly.com/hybrid/nebula
,Nebula II CBD,https://www.leafly.com/hybrid/nebula-ii-cbd
,Nepalese Jam,https://www.leafly.com/hybrid/nepalese-jam
Dry Mouth; Dry Eyes,Northern Skunk,https://www.leafly.com/hybrid/northern-skunk
Dry Mouth; Dry Eyes; Anxious; Headache,OG #18,https://www.leafly.com/hybrid/og-18
Dry Mouth; Dry Eyes; Dizzy,OG Cheese,https://www.leafly.com/hybrid/og-cheese
Dry Mouth; Dry Eyes; Anxious,OG Chem,https://www.leafly.com/hybrid/og-chem
Dry Mouth; Dry Eyes; Dizzy; Paranoid; Headache,OG Diesel Kush,https://www.leafly.com/hybrid/og-diesel-kush
Dry Mouth; Dry Eyes; Paranoid; Dizzy; Headache,OG Kush,https://www.leafly.com/hybrid/og-kush
Dry Eyes; Dry Mouth; Headache; Dizzy; Paranoid,OG Poison,https://www.leafly.com/hybrid/og-poison
,OG Ringo,https://www.leafly.com/hybrid/og-ringo
Dry Mouth; Paranoid; Dizzy; Dry Eyes,OG Shark,https://www.leafly.com/hybrid/og-shark
Dry Mouth,OG Strawberry,https://www.leafly.com/hybrid/og-strawberry
,OG Tonic,https://www.leafly.com/hybrid/og-tonic
Dry Mouth; Dry Eyes; Anxious; Paranoid,OG Wreck,https://www.leafly.com/hybrid/og-wreck
Dry Mouth; Dry Eyes; Dizzy; Paranoid; Headache,OGiesel,https://www.leafly.com/hybrid/ogiesel
Headache; Dry Eyes; Paranoid,Odyssey,https://www.leafly.com/hybrid/odyssey
,Old Lyme Connecticut OG,https://www.leafly.com/hybrid/old-lyme-connecticut-og
Dry Eyes,Old School OG,https://www.leafly.com/hybrid/old-school-og
,Omega,https://www.leafly.com/hybrid/omega
,Omega Dawg,https://www.leafly.com/hybrid/omega-dawg
,One to One,https://www.leafly.com/hybrid/one-to-one
,Or,https://www.leafly.com/hybrid/or
Dry Mouth; Dry Eyes; Headache; Paranoid; Dizzy,Orange Bud,https://www.leafly.com/hybrid/orange-bud
Dry Mouth,Orange Cookies,https://www.leafly.com/hybrid/orange-cookies
,Orange Creamsicle,https://www.leafly.com/hybrid/orange-creamsicle
Dry Mouth; Dry Eyes; Dizzy; Headache; Paranoid,Orange Crush,https://www.leafly.com/hybrid/orange-crush
Dry Mouth,Orange Diesel,https://www.leafly.com/hybrid/orange-diesel
Dry Mouth; Dry Eyes; Paranoid; Dizzy; Anxious,Orange Dream,https://www.leafly.com/hybrid/orange-dream
Dry Mouth; Dry Eyes; Paranoid; Headache; Anxious,Orange Haze,https://www.leafly.com/hybrid/orange-haze
Dry Eyes; Dry Mouth,Orange Hill Special,https://www.leafly.com/hybrid/orange-hill-special
Dizzy; Dry Eyes,Orange Juice,https://www.leafly.com/hybrid/orange-juice
Dry Eyes; Dry Mouth; Headache,Orange Skunk,https://www.leafly.com/hybrid/orange-skunk
,Orange Turbo,https://www.leafly.com/hybrid/orange-turbo
Dry Mouth; Dizzy; Anxious; Dry Eyes; Paranoid,Orange Velvet,https://www.leafly.com/hybrid/orange-velvet
Dry Mouth,Oregon Pineapple,https://www.leafly.com/hybrid/oregon-pineapple
Dry Eyes; Dizzy; Dry Mouth; Paranoid,Organic Diesel,https://www.leafly.com/hybrid/organic-diesel
Dizzy; Dry Eyes; Dry Mouth,Peaches and Cream,https://www.leafly.com/hybrid/peaches-and-cream
,Pearl Scout Cookies,https://www.leafly.com/hybrid/pearl-scout-cookies
Dry Mouth,Peppermint Cookies,https://www.leafly.com/hybrid/peppermint-cookies
Dry Mouth; Dry Eyes; Headache; Dizzy; Paranoid,Permafrost,https://www.leafly.com/hybrid/permafrost
Dry Mouth; Dizzy; Anxious; Dry Eyes; Paranoid,Phantom Cookies,https://www.leafly.com/hybrid/phantom-cookies
,Pie Face OG,https://www.leafly.com/hybrid/pie-face-og
Dry Mouth; Dry Eyes; Headache; Dizzy; Paranoid,Pineapple,https://www.leafly.com/hybrid/pineapple
Dry Mouth; Dry Eyes; Anxious; Headache; Dizzy,Pineapple Chunk,https://www.leafly.com/hybrid/pineapple-chunk
Dizzy; Dry Mouth; Dry Eyes; Paranoid,Pineapple Diesel,https://www.leafly.com/hybrid/pineapple-diesel
,Pineapple Dog Shit,https://www.leafly.com/hybrid/pineapple-dog-shit
