effects,name,pageUrl
Effects Medical Negatives Happy Euphoric Relaxed Hungry Uplifted Stress Pain Depression Insomnia Lack of Appetite Dry Mouth Dizzy Dry Eyes Headache Paranoid,Lemon Wreck,https://www.leafly.com/hybrid/lemon-wreck
Effects Medical Negatives Happy Relaxed Uplifted Euphoric Tingly Pain Nausea Stress Insomnia Depression Dry Eyes Dry Mouth,Lemonberry,https://www.leafly.com/hybrid/lemonberry
Effects Medical Negatives Creative Euphoric Happy Hungry Talkative Stress Pain Depression Headaches Lack of Appetite Dry Eyes Dry Mouth Dizzy Headache,Lethal Purple,https://www.leafly.com/hybrid/lethal-purple
Effects Medical Negatives Happy Euphoric Relaxed Uplifted Energetic Stress Depression Pain Lack of Appetite Fatigue Dry Mouth Dry Eyes Dizzy Anxious Headache,Liberty Haze,https://www.leafly.com/hybrid/liberty-haze
Effects Medical Negatives Relaxed Happy Euphoric Creative Energetic Depression Pain Stress Fatigue Insomnia Dry Mouth Dry Eyes Dizzy Paranoid,Lifesaver,https://www.leafly.com/hybrid/lifesaver
Effects Medical Negatives Happy Relaxed Creative Focused Giggly Stress Pain Depression Fatigue Insomnia Dry Mouth Dry Eyes Dizzy Paranoid,Lime Green Skunk,https://www.leafly.com/hybrid/lime-green-skunk
Effects Medical Relaxed Happy Focused Dizzy Hungry Eye Pressure Headaches Inflammation Lack of Appetite Muscle Spasms,Liquid Gold CBD Vape Oil,https://www.leafly.com/hybrid/liquid-gold-cbd-vape-oil
,Liquid Gold Vape Pen Blue Diamond,https://www.leafly.com/hybrid/liquid-gold-vape-pen-blue-diamond
Effects Medical Sleepy Relaxed Anxious Insomnia,Liquid Gold Vape Pen Orange Kush,https://www.leafly.com/hybrid/liquid-gold-vape-pen-orange-kush
Effects Medical Energetic Creative Euphoric Focused Sleepy Lack of Appetite Inflammation Pain Stress,Liquid Gold Vape Pen Pink Lemonade,https://www.leafly.com/hybrid/liquid-gold-vape-pen-pink-lemonade
Medical Depression Pain Stress,Liquid Gold Vape Pen Red Diesel,https://www.leafly.com/hybrid/liquid-gold-vape-pen-red-diesel
Effects Happy,Liquid Gold Vape Pen Silver Haze,https://www.leafly.com/hybrid/liquid-gold-vape-pen-silver-haze
Effects Medical Focused Happy Relaxed Sleepy Tingly Depression Fatigue Headaches Inflammation Insomnia,Liquid Gold Vape Pen White Widow,https://www.leafly.com/hybrid/liquid-gold-vape-pen-white-widow
Effects Energetic Happy Relaxed Uplifted,Little Devil,https://www.leafly.com/hybrid/little-devil
Effects Medical Negatives Happy Relaxed Uplifted Creative Euphoric Stress Depression Fatigue Pain Eye Pressure Dry Mouth,Locktite,https://www.leafly.com/hybrid/locktite
Effects Medical Negatives Euphoric Energetic Uplifted Happy Creative Depression Fatigue Nausea Stress Pain Dry Mouth Anxious Dry Eyes,Lodi Dodi,https://www.leafly.com/hybrid/lodi-dodi
Effects Medical Negatives Euphoric Uplifted Relaxed Focused Energetic Pain Stress Fatigue Muscle Spasms Depression Dizzy Headache,Lost Coast OG,https://www.leafly.com/hybrid/lost-coast-og
Effects Medical Negatives Happy Creative Uplifted Giggly Focused Pain Insomnia Muscle Spasms Nausea Inflammation Dizzy Dry Eyes Dry Mouth Headache Paranoid,Loud Dream,https://www.leafly.com/hybrid/loud-dream
Effects Happy Relaxed Creative Focused Uplifted,Loud Scout,https://www.leafly.com/hybrid/loud-scout
Effects Medical Negatives Energetic Relaxed Creative Happy Euphoric Insomnia Pain Stress Lack of Appetite Muscle Spasms Dizzy Dry Eyes Dry Mouth Paranoid,Lowryder,https://www.leafly.com/hybrid/lowryder
Effects Medical Anxious Aroused Creative Dizzy Dry Eyes Cramps Depression Eye Pressure Fatigue Headaches,Loyality,https://www.leafly.com/hybrid/loyality
Effects Medical Focused Happy Uplifted Energetic Relaxed Depression Pain Stress Fatigue Nausea,Luca Brasi x Sour Diesel,https://www.leafly.com/hybrid/luca-brasi-x-sour-diesel
Effects Medical Negatives Happy Euphoric Focused Creative Energetic Depression Stress Fatigue Headaches Nausea Dry Eyes Dry Mouth Anxious Paranoid,Lucid Dream,https://www.leafly.com/hybrid/lucid-dream
Effects Medical Negatives Happy Relaxed Euphoric Uplifted Creative Stress Depression Lack of Appetite Pain Muscle Spasms Dry Mouth Dry Eyes,Lucky Charms,https://www.leafly.com/hybrid/lucky-charms
Effects Medical Negatives Euphoric Happy Relaxed Hungry Uplifted Stress Insomnia Nausea Cramps Depression Dry Mouth Dry Eyes,MILF,https://www.leafly.com/hybrid/milf
Effects Medical Negatives Relaxed Happy Uplifted Euphoric Tingly Stress Fatigue Pain Depression Headaches Dry Mouth Dry Eyes,Mad Dawg,https://www.leafly.com/hybrid/mad-dawg
Effects Medical Energetic Hungry Talkative Uplifted Dry Mouth Depression Pain Stress,Magnum,https://www.leafly.com/hybrid/magnum
,Mai Tai Cookies,https://www.leafly.com/hybrid/mai-tai-cookies
Effects Medical Creative Energetic Euphoric Relaxed Depression Headaches Nausea,Mandala #1,https://www.leafly.com/hybrid/mandala-1
Effects Medical Negatives Happy Relaxed Euphoric Uplifted Giggly Stress Pain Depression Insomnia Lack of Appetite Dry Mouth Dry Eyes Dizzy Headache Paranoid,Mango Kush,https://www.leafly.com/hybrid/mango-kush
Effects Medical Negatives Euphoric Relaxed Happy Talkative Uplifted Stress Depression Pain Nausea Lack of Appetite Dry Mouth Dry Eyes,Mango Tango,https://www.leafly.com/hybrid/mango-tango
Effects Medical Negatives Focused Happy Creative Dry Eyes Dry Mouth Stress Pain Depression Insomnia Muscle Spasms Dry Eyes Dry Mouth Dizzy Paranoid,Manitoba Poison,https://www.leafly.com/hybrid/manitoba-poison
,Maramota #10,https://www.leafly.com/hybrid/maramota-10
Effects Dry Eyes Dry Mouth Euphoric Focused Hungry,Margaret Cho-G,https://www.leafly.com/hybrid/margaret-cho-g
Effects Medical Negatives Relaxed Happy Creative Uplifted Euphoric Pain Stress Insomnia Depression Headaches Dry Mouth Dry Eyes Anxious Dizzy Headache,Marionberry Kush,https://www.leafly.com/hybrid/marionberry-kush
Effects Medical Relaxed Happy Uplifted Creative Paranoid Stress Depression Insomnia,Marley's Collie,https://www.leafly.com/hybrid/marleys-collie
Effects Medical Negatives Relaxed Sleepy Uplifted Happy Focused Stress Depression Pain Inflammation Lack of Appetite Anxious Dry Mouth Dry Eyes Headache Paranoid,Martian Mean Green,https://www.leafly.com/hybrid/martian-mean-green
Effects Medical Negatives Relaxed Euphoric Uplifted Happy Creative Stress Depression Fatigue Headaches Insomnia Dry Eyes Dry Mouth Paranoid,Master Skunk,https://www.leafly.com/hybrid/master-skunk
Effects Medical Negatives Relaxed Euphoric Uplifted Happy Creative Stress Pain Depression Insomnia Headaches Dry Mouth Dry Eyes Paranoid Anxious Dizzy,Master Yoda,https://www.leafly.com/hybrid/master-yoda
Effects Medical Negatives Happy Uplifted Creative Energetic Euphoric Fatigue Insomnia Muscle Spasms Nausea Stress Dry Mouth,Mau-Mau,https://www.leafly.com/hybrid/mau-mau
Effects Medical Happy Hungry Euphoric Relaxed Creative Pain Stress Depression Nausea Insomnia,Maui Berry,https://www.leafly.com/hybrid/maui-berry
Effects Medical Negatives Relaxed Uplifted Euphoric Happy Creative Pain Stress Lack of Appetite Headaches Nausea Dry Eyes,Maui Bubble Gift,https://www.leafly.com/hybrid/maui-bubble-gift
Effects Medical Happy Talkative Tingly Focused Creative Depression Muscle Spasms Pain Stress Inflammation,Maui Haole,https://www.leafly.com/hybrid/maui-haole
Effects Medical Dry Mouth Happy Anxious Dry Eyes Euphoric Depression Insomnia Pain Stress,Maui Mango Diesel,https://www.leafly.com/hybrid/maui-mango-diesel
Effects Medical Creative Euphoric Aroused Energetic Giggly Depression Insomnia Lack of Appetite Muscle Spasms Seizures,Maui Pineapple Chunk,https://www.leafly.com/hybrid/maui-pineapple-chunk
Effects Medical Negatives Euphoric Energetic Relaxed Happy Uplifted Pain Stress Depression Fatigue Headaches Dry Eyes Headache Anxious Dry Mouth,Medibud,https://www.leafly.com/hybrid/medibud
Effects Medical Negatives Relaxed Happy Euphoric Uplifted Hungry Stress Pain Headaches Depression Fatigue Dry Mouth Paranoid Dry Eyes Anxious Dizzy,Medicine Man,https://www.leafly.com/hybrid/medicine-man
Effects Medical Negatives Happy Relaxed Euphoric Dry Mouth Sleepy Depression Nausea Stress Pain Insomnia Dry Eyes Dry Mouth Dizzy Paranoid Headache,Medusa,https://www.leafly.com/hybrid/medusa
Effects Medical Relaxed Tingly Creative Happy Energetic Lack of Appetite Stress Depression Fatigue Headaches,Mega Jackpot,https://www.leafly.com/hybrid/mega-jackpot
Effects Medical Negatives Happy Relaxed Creative Uplifted Euphoric Fatigue Stress Depression Pain Eye Pressure Anxious Dry Mouth Paranoid,Melon Gum,https://www.leafly.com/hybrid/melon-gum
Effects Medical Negatives Relaxed Euphoric Happy Uplifted Hungry Stress Pain Insomnia Nausea Depression Dry Mouth Dry Eyes Headache Dizzy Paranoid,Mendocino Purps,https://www.leafly.com/hybrid/mendocino-purps
Effects Medical Negatives Uplifted Talkative Happy Euphoric Relaxed Depression Muscle Spasms Nausea Stress Cramps Dry Eyes Dry Mouth,Michael Phelps OG,https://www.leafly.com/hybrid/michael-phelps-og
Effects Medical Negatives Happy Relaxed Euphoric Uplifted Creative Stress Pain Depression Headaches Insomnia Dry Mouth Dry Eyes Anxious,Middlefork,https://www.leafly.com/hybrid/middlefork
Effects Medical Negatives Relaxed Euphoric Uplifted Tingly Happy Pain Stress Depression Insomnia Inflammation Dry Eyes Dry Mouth Dizzy,Midnight,https://www.leafly.com/hybrid/midnight
Effects Medical Negatives Relaxed Uplifted Energetic Happy Focused Pain Stress Headaches Depression Fatigue Dry Eyes Dry Mouth Dizzy Headache Paranoid,Millennium,https://www.leafly.com/hybrid/millennium
Effects Medical Negatives Relaxed Happy Uplifted Euphoric Creative Stress Depression Lack of Appetite Fatigue Pain Dry Mouth Anxious Dry Eyes Paranoid,Mob Boss,https://www.leafly.com/hybrid/mob-boss
Effects Medical Negatives Relaxed Happy Creative Uplifted Energetic Muscle Spasms Depression Headaches Lack of Appetite Nausea Dry Mouth,Monkey Paw,https://www.leafly.com/hybrid/monkey-paw
Effects Medical Negatives Euphoric Uplifted Hungry Relaxed Tingly Pain Stress Insomnia Lack of Appetite Depression Dry Mouth,Monster OG,https://www.leafly.com/hybrid/monster-og
Effects Medical Negatives Happy Relaxed Uplifted Creative Euphoric Pain Stress Depression Lack of Appetite Fatigue Dry Mouth Dry Eyes,Montana Silvertip,https://www.leafly.com/hybrid/montana-silvertip
Effects Medical Negatives Relaxed Sleepy Headache Euphoric Uplifted Insomnia Stress Depression Pain Lack of Appetite Dry Mouth Dry Eyes Dizzy Paranoid,Morning Star,https://www.leafly.com/hybrid/morning-star
Effects Medical Negatives Energetic Uplifted Creative Happy Focused Pain Stress Fatigue Muscle Spasms Depression Dry Eyes Dry Mouth Anxious Headache,Mother’s Helper,https://www.leafly.com/hybrid/mothers-helper
Effects Euphoric Happy Relaxed Tingly Hungry,Mr. Tusk,https://www.leafly.com/hybrid/mr-tusk
Effects Medical Negatives Euphoric Happy Relaxed Tingly Giggly Pain Stress Cramps Insomnia Lack of Appetite Dry Mouth,Ms. Universe,https://www.leafly.com/hybrid/ms-universe
Effects Medical Negatives Relaxed Aroused Happy Energetic Hungry Headaches Insomnia Lack of Appetite Muscle Spasms Pain Dry Eyes Dry Mouth,Mt. Rainier,https://www.leafly.com/hybrid/mt-rainier
Effects Medical Creative Giggly Happy Hungry Relaxed Depression Inflammation Lack of Appetite Nausea Stress,NY Cheese,https://www.leafly.com/hybrid/ny-cheese
Effects Medical Negatives Hungry Energetic Uplifted Giggly Talkative Depression Fatigue Dry Eyes Dry Mouth,NY-47,https://www.leafly.com/hybrid/ny-47
Effects Medical Negatives Happy Euphoric Relaxed Uplifted Energetic Stress Depression Pain Fatigue Headaches Dry Eyes Dry Mouth Dizzy Paranoid Headache,NYC Diesel,https://www.leafly.com/hybrid/nyc-diesel
Effects Medical Negatives Happy Euphoric Relaxed Uplifted Focused Stress Depression Pain Fatigue Headaches Dry Mouth Dry Eyes Headache Paranoid Dizzy,Nebula,https://www.leafly.com/hybrid/nebula
Effects Medical Focused Relaxed Pain Cramps Inflammation Insomnia Muscle Spasms,Nebula II CBD,https://www.leafly.com/hybrid/nebula-ii-cbd
,Nepalese Jam,https://www.leafly.com/hybrid/nepalese-jam
Effects Medical Negatives Relaxed Uplifted Tingly Happy Euphoric Stress Depression Pain Headaches Eye Pressure Dry Mouth Dry Eyes,Northern Skunk,https://www.leafly.com/hybrid/northern-skunk
Effects Medical Negatives Relaxed Euphoric Happy Sleepy Uplifted Pain Stress Insomnia Depression Inflammation Dry Mouth Dry Eyes Anxious Headache,OG #18,https://www.leafly.com/hybrid/og-18
Effects Medical Negatives Relaxed Euphoric Happy Dry Mouth Uplifted Stress Insomnia Lack of Appetite Depression Nausea Dry Mouth Dry Eyes Dizzy,OG Cheese,https://www.leafly.com/hybrid/og-cheese
Effects Medical Negatives Euphoric Relaxed Happy Uplifted Creative Stress Nausea Depression Pain Fatigue Dry Mouth Dry Eyes Anxious,OG Chem,https://www.leafly.com/hybrid/og-chem
Effects Medical Negatives Happy Relaxed Creative Talkative Uplifted Pain Stress Insomnia Muscle Spasms Depression Dry Mouth Dry Eyes Dizzy Paranoid Headache,OG Diesel Kush,https://www.leafly.com/hybrid/og-diesel-kush
Effects Medical Negatives Relaxed Happy Euphoric Uplifted Hungry Stress Depression Pain Insomnia Headaches Dry Mouth Dry Eyes Paranoid Dizzy Headache,OG Kush,https://www.leafly.com/hybrid/og-kush
Effects Medical Negatives Sleepy Focused Relaxed Hungry Happy Muscle Spasms Stress Pain Nausea Headaches Dry Eyes Dry Mouth Headache Dizzy Paranoid,OG Poison,https://www.leafly.com/hybrid/og-poison
Effects Medical Euphoric Happy Relaxed Tingly Talkative Lack of Appetite Eye Pressure Fatigue Stress Depression,OG Ringo,https://www.leafly.com/hybrid/og-ringo
Effects Medical Negatives Happy Uplifted Relaxed Euphoric Creative Pain Stress Insomnia Depression Lack of Appetite Paranoid Dizzy Dry Mouth Dry Eyes,OG Shark,https://www.leafly.com/hybrid/og-shark
Effects Medical Negatives Relaxed Sleepy Happy Tingly Creative Muscle Spasms Pain Depression Insomnia Stress Dry Mouth,OG Strawberry,https://www.leafly.com/hybrid/og-strawberry
,OG Tonic,https://www.leafly.com/hybrid/og-tonic
Effects Medical Negatives Euphoric Happy Creative Energetic Uplifted Stress Pain Depression Inflammation Insomnia Dry Mouth Dry Eyes Anxious Paranoid,OG Wreck,https://www.leafly.com/hybrid/og-wreck
Effects Medical Negatives Happy Euphoric Uplifted Creative Relaxed Insomnia Lack of Appetite Nausea Stress Depression Dry Mouth Dry Eyes Dizzy Paranoid Headache,OGiesel,https://www.leafly.com/hybrid/ogiesel
Effects Medical Negatives Focused Creative Relaxed Energetic Hungry Headaches Depression Pain Stress Insomnia Headache Dry Eyes Paranoid,Odyssey,https://www.leafly.com/hybrid/odyssey
Effects Medical Energetic Happy Dry Mouth Focused Talkative Fatigue Nausea Pain Stress,Old Lyme Connecticut OG,https://www.leafly.com/hybrid/old-lyme-connecticut-og
Effects Medical Negatives Tingly Sleepy Relaxed Happy Dry Eyes Eye Pressure Headaches Insomnia Muscle Spasms Depression Dry Eyes,Old School OG,https://www.leafly.com/hybrid/old-school-og
Effects Medical Energetic Uplifted Creative Euphoric Happy Lack of Appetite Stress Depression Pain Eye Pressure,Omega,https://www.leafly.com/hybrid/omega
Effects Medical Happy Uplifted Relaxed Talkative Euphoric Pain Headaches Nausea Insomnia Lack of Appetite,Omega Dawg,https://www.leafly.com/hybrid/omega-dawg
Effects Medical Focused Hungry Relaxed Creative Energetic Muscle Spasms Pain Stress Insomnia Lack of Appetite,One to One,https://www.leafly.com/hybrid/one-to-one
Effects Medical Hungry Uplifted Relaxed Creative Sleepy Pain Lack of Appetite Insomnia Depression Stress,Or,https://www.leafly.com/hybrid/or
Effects Medical Negatives Happy Relaxed Euphoric Creative Uplifted Stress Depression Pain Headaches Nausea Dry Mouth Dry Eyes Headache Paranoid Dizzy,Orange Bud,https://www.leafly.com/hybrid/orange-bud
Effects Medical Happy Relaxed Euphoric Uplifted Creative Stress Lack of Appetite Depression Insomnia Nausea,Orange Cookies,https://www.leafly.com/hybrid/orange-cookies
Effects Medical Happy Relaxed Uplifted Energetic Euphoric Stress Depression,Orange Creamsicle,https://www.leafly.com/hybrid/orange-creamsicle
Effects Medical Negatives Happy Creative Uplifted Euphoric Relaxed Stress Depression Pain Lack of Appetite Fatigue Dry Mouth Dry Eyes Dizzy Paranoid Headache,Orange Crush,https://www.leafly.com/hybrid/orange-crush
Effects Medical Negatives Euphoric Uplifted Focused Happy Tingly Stress Depression Muscle Spasms Headaches Spasticity Dry Mouth,Orange Diesel,https://www.leafly.com/hybrid/orange-diesel
Effects Medical Negatives Happy Uplifted Relaxed Focused Hungry Stress Pain Lack of Appetite Depression Headaches Dry Mouth Dry Eyes Paranoid Dizzy Anxious,Orange Dream,https://www.leafly.com/hybrid/orange-dream
Effects Medical Negatives Happy Uplifted Energetic Euphoric Hungry Stress Depression Pain Insomnia Eye Pressure Dry Mouth Dry Eyes Paranoid Headache Anxious,Orange Haze,https://www.leafly.com/hybrid/orange-haze
Effects Medical Negatives Happy Relaxed Hungry Talkative Creative Depression Lack of Appetite Stress Insomnia Dry Eyes Dry Mouth,Orange Hill Special,https://www.leafly.com/hybrid/orange-hill-special
Effects Medical Negatives Tingly Uplifted Happy Relaxed Euphoric Stress Nausea Depression Insomnia Lack of Appetite Dizzy Dry Eyes,Orange Juice,https://www.leafly.com/hybrid/orange-juice
Effects Medical Negatives Happy Relaxed Sleepy Hungry Uplifted Stress Depression Headaches Pain Nausea Dry Eyes Dry Mouth Headache,Orange Skunk,https://www.leafly.com/hybrid/orange-skunk
Effects Medical Happy Relaxed Creative Euphoric Focused Lack of Appetite,Orange Turbo,https://www.leafly.com/hybrid/orange-turbo
Effects Medical Negatives Happy Uplifted Relaxed Focused Energetic Stress Depression Inflammation Pain Fatigue Dry Mouth Dizzy Anxious Dry Eyes Paranoid,Orange Velvet,https://www.leafly.com/hybrid/orange-velvet
Effects Medical Negatives Relaxed Uplifted Happy Euphoric Energetic Stress Depression Fatigue Muscle Spasms Nausea Dry Mouth,Oregon Pineapple,https://www.leafly.com/hybrid/oregon-pineapple
Effects Medical Negatives Relaxed Happy Uplifted Talkative Euphoric Pain Stress Muscle Spasms Seizures Depression Dry Eyes Dizzy Dry Mouth Paranoid,Organic Diesel,https://www.leafly.com/hybrid/organic-diesel
Effects Medical Negatives Relaxed Euphoric Hungry Energetic Giggly Headaches Lack of Appetite Nausea Pain Stress Dizzy Dry Eyes Dry Mouth,Peaches and Cream,https://www.leafly.com/hybrid/peaches-and-cream
Effects Medical Happy Creative Energetic Euphoric Uplifted Depression Nausea Headaches Lack of Appetite Muscle Spasms,Pearl Scout Cookies,https://www.leafly.com/hybrid/pearl-scout-cookies
Effects Medical Negatives Giggly Relaxed Creative Aroused Euphoric Depression Pain Stress Fatigue Nausea Dry Mouth,Peppermint Cookies,https://www.leafly.com/hybrid/peppermint-cookies
Effects Medical Negatives Relaxed Uplifted Happy Euphoric Focused Stress Pain Depression Nausea Insomnia Dry Mouth Dry Eyes Dizzy Paranoid Headache,Permafrost,https://www.leafly.com/hybrid/permafrost
Effects Medical Negatives Relaxed Happy Euphoric Uplifted Creative Stress Depression Pain Muscle Spasms Insomnia Dry Mouth Dizzy Anxious Dry Eyes Paranoid,Phantom Cookies,https://www.leafly.com/hybrid/phantom-cookies
Effects Medical Relaxed Euphoric Happy Uplifted Hungry Depression Stress Fatigue Pain Inflammation,Pie Face OG,https://www.leafly.com/hybrid/pie-face-og
Effects Medical Negatives Happy Relaxed Uplifted Euphoric Focused Stress Depression Pain Lack of Appetite Insomnia Dry Mouth Dry Eyes Dizzy Headache Paranoid,Pineapple,https://www.leafly.com/hybrid/pineapple
Effects Medical Negatives Relaxed Happy Euphoric Uplifted Creative Pain Stress Muscle Spasms Fatigue Depression Dry Mouth Dry Eyes Dizzy Headache Paranoid,Pineapple Chunk,https://www.leafly.com/hybrid/pineapple-chunk
Effects Medical Negatives Happy Euphoric Uplifted Focused Energetic Depression Stress Fatigue Pain Eye Pressure Dizzy Dry Mouth Dry Eyes Paranoid,Pineapple Diesel,https://www.leafly.com/hybrid/pineapple-diesel
Effects Medical Happy Uplifted Creative Energetic Relaxed Lack of Appetite Stress Depression Insomnia Pain,Pineapple Dog Shit,https://www.leafly.com/hybrid/pineapple-dog-shit
Effects Medical Negatives Happy Uplifted Euphoric Relaxed Energetic Stress Depression Pain Lack of Appetite Fatigue Dry Mouth Dry Eyes Anxious Paranoid Dizzy,Pineapple Express,https://www.leafly.com/hybrid/pineapple-express
Effects Medical Negatives Relaxed Happy Uplifted Euphoric Sleepy Stress Pain Depression Nausea Headaches Dry Mouth Dry Eyes Dizzy Paranoid Headache,Pineapple Kush,https://www.leafly.com/hybrid/pineapple-kush
Effects Medical Creative Relaxed Happy Tingly Uplifted Depression Lack of Appetite Pain,Pineapple Purple Skunk,https://www.leafly.com/hybrid/pineapple-purple-skunk
Effects Medical Negatives Relaxed Happy Euphoric Focused Uplifted Stress Depression Fatigue Pain Lack of Appetite Dry Mouth Anxious Dizzy Dry Eyes Paranoid,Pineapple Skunk,https://www.leafly.com/hybrid/pineapple-skunk
Effects Medical Negatives Happy Relaxed Uplifted Euphoric Talkative Stress Lack of Appetite Pain Fatigue Nausea Dry Mouth Dry Eyes Paranoid Dizzy Anxious,Pineapple Trainwreck,https://www.leafly.com/hybrid/pineapple-trainwreck
Effects Medical Negatives Relaxed Happy Euphoric Uplifted Hungry Stress Pain Depression Insomnia Lack of Appetite Dry Mouth Dry Eyes Dizzy Anxious Headache,Pink Kush,https://www.leafly.com/hybrid/pink-kush
Effects Medical Aroused Happy Relaxed Euphoric Creative Pain Stress Depression Headaches Lack of Appetite,Pink Mango,https://www.leafly.com/hybrid/pink-mango
Effects Medical Negatives Euphoric Relaxed Happy Focused Uplifted Depression Stress Insomnia Lack of Appetite Fatigue Dry Mouth Dry Eyes Dizzy,Pink Panther,https://www.leafly.com/hybrid/pink-panther
Effects Medical Negatives Euphoric Happy Uplifted Sleepy Creative Stress Depression Pain Insomnia Cramps Dry Eyes Dry Mouth Dizzy,Pink Pez,https://www.leafly.com/hybrid/pink-pez
Effects Medical Negatives Relaxed Happy Euphoric Uplifted Creative Stress Pain Depression Headaches Lack of Appetite Dry Mouth Dry Eyes Paranoid Headache Anxious,Platinum Girl Scout Cookies,https://www.leafly.com/hybrid/platinum-girl-scout-cookies
Effects Medical Negatives Euphoric Happy Relaxed Creative Giggly Stress Depression Fatigue Pain Muscle Spasms Dry Mouth Dizzy Dry Eyes,Platinum Wreck,https://www.leafly.com/hybrid/platinum-wreck
Effects Creative Euphoric Happy Relaxed Uplifted,Pop Rox,https://www.leafly.com/hybrid/pop-rox
Effects Medical Relaxed Euphoric Uplifted Happy Hungry Stress Depression Eye Pressure Pain Headaches,Predator Pink,https://www.leafly.com/hybrid/predator-pink
Effects Medical Happy Energetic Creative Euphoric Focused Depression Headaches Inflammation Lack of Appetite Pain,Professor Chaos,https://www.leafly.com/hybrid/professor-chaos
Effects Medical Negatives Creative Happy Energetic Euphoric Focused Depression Fatigue Headaches Inflammation Muscle Spasms Dry Mouth,Proper BHO Shatter,https://www.leafly.com/hybrid/proper-bho-shatter-h
,Proper PHO Shatter,https://www.leafly.com/hybrid/proper-pho-shatter-h
Effects Medical Relaxed Giggly Happy Uplifted Creative Depression Nausea Stress Cramps Fatigue,Puna Budder,https://www.leafly.com/hybrid/puna-budder
Effects Medical Negatives Happy Energetic Euphoric Uplifted Giggly Depression Stress Fatigue Insomnia Lack of Appetite Dry Eyes Dry Mouth Headache Paranoid Anxious,Pure Power Plant,https://www.leafly.com/hybrid/pure-power-plant
Effects Medical Negatives Relaxed Euphoric Happy Tingly Uplifted Muscle Spasms Fatigue Inflammation Pain Stress Dry Mouth Dry Eyes Dizzy Paranoid,Purple AK-47,https://www.leafly.com/hybrid/purple-ak-47
Effects Medical Negatives Relaxed Happy Euphoric Uplifted Giggly Pain Depression Stress Insomnia Lack of Appetite Dry Mouth Paranoid Dry Eyes Dizzy Headache,Purple Alien OG,https://www.leafly.com/hybrid/purple-alien-og
Effects Medical Negatives Relaxed Happy Uplifted Giggly Euphoric Pain Stress Depression Headaches Nausea Dry Mouth Dry Eyes Dizzy Headache Paranoid,Purple Arrow,https://www.leafly.com/hybrid/purple-arrow
Effects Medical Negatives Relaxed Euphoric Happy Sleepy Uplifted Insomnia Pain Fatigue Stress Depression Dry Mouth Dry Eyes Headache Paranoid,Purple Cheese,https://www.leafly.com/hybrid/purple-cheese
Effects Medical Negatives Happy Relaxed Creative Talkative Euphoric Stress Eye Pressure Depression Pain Fatigue Dry Mouth,Purple Crack,https://www.leafly.com/hybrid/purple-crack
Effects Medical Negatives Happy Relaxed Euphoric Uplifted Creative Stress Depression Pain Lack of Appetite Headaches Dry Eyes Dry Mouth Dizzy Anxious Paranoid,Purple Diesel,https://www.leafly.com/hybrid/purple-diesel
Effects Medical Happy Energetic Giggly Euphoric Relaxed Lack of Appetite,Purple Dog Shit,https://www.leafly.com/hybrid/purple-dog-shit
Effects Medical Negatives Relaxed Happy Uplifted Euphoric Giggly Stress Pain Depression Fatigue Muscle Spasms Dry Eyes Dry Mouth Dizzy Headache Paranoid,Purple Dream,https://www.leafly.com/hybrid/purple-dream
,Purple Goat,https://www.leafly.com/hybrid/purple-goat
Effects Medical Negatives Relaxed Happy Euphoric Uplifted Sleepy Stress Lack of Appetite Pain Depression Nausea Dry Mouth Dry Eyes Dizzy Headache Paranoid,Purple Gorilla,https://www.leafly.com/hybrid/purple-gorilla
Effects Medical Negatives Relaxed Happy Euphoric Sleepy Tingly Depression Stress Insomnia Lack of Appetite Pain Dry Mouth Dry Eyes Headache,Purple Hashplant,https://www.leafly.com/hybrid/purple-hashplant
Effects Medical Negatives Creative Happy Hungry Euphoric Uplifted Stress Insomnia Nausea Muscle Spasms Lack of Appetite Dry Mouth Dry Eyes Dizzy Headache Paranoid,Purple Ice,https://www.leafly.com/hybrid/purple-ice
Effects Medical Negatives Uplifted Euphoric Focused Creative Happy Stress Fatigue Depression Pain Lack of Appetite Dry Eyes Dry Mouth Dizzy Headache,Purple Jack,https://www.leafly.com/hybrid/purple-jack
Effects Medical Happy Relaxed Uplifted Focused Euphoric Depression Stress Headaches Pain Cramps,Purple Maui,https://www.leafly.com/hybrid/purple-maui
,Purple Pantera,https://www.leafly.com/hybrid/purple-pantera
Effects Medical Relaxed Sleepy Tingly Uplifted Euphoric Pain Insomnia Stress Nausea Cramps,Purple Paralysis,https://www.leafly.com/hybrid/purple-paralysis
Effects Medical Negatives Euphoric Creative Relaxed Tingly Giggly Stress Insomnia Pain Headaches Depression Dry Mouth Dry Eyes Paranoid Dizzy Anxious,Purple Princess,https://www.leafly.com/hybrid/purple-princess
Effects Medical Negatives Happy Uplifted Euphoric Relaxed Creative Depression Stress Insomnia Pain Cramps Dry Mouth Dry Eyes,Purple Rhino,https://www.leafly.com/hybrid/purple-rhino
Effects Medical Negatives Relaxed Euphoric Creative Aroused Sleepy Stress Fatigue Pain Depression Insomnia Dry Mouth Dry Eyes,Purple Sage,https://www.leafly.com/hybrid/purple-sage
Effects Medical Negatives Happy Relaxed Hungry Uplifted Dry Mouth Stress Pain Depression Lack of Appetite Fatigue Dry Eyes Dry Mouth Headache Paranoid Dizzy,Purple Skunk,https://www.leafly.com/hybrid/purple-skunk
